Movie Title,World Wide,Deomestic,Foreign
The Curse of the Jade Scorpion,"$18,914,307","$7,517,191","$11,397,116"
3000 Miles to Graceland,"$18,720,175","$15,749,959","$2,970,216"
Max Keeble's Big Move,"$18,634,654","$17,294,293","$1,340,361"
"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack","$18,623,382",-,"$18,623,382"
Antitrust,"$18,195,610","$11,328,094","$6,867,516"
Jason X,"$16,951,798","$13,121,555","$3,830,243"
Sugar & Spice,"$16,908,947","$13,305,101","$3,603,846"
Just Visiting,"$16,176,732","$4,781,539","$11,395,193"
Iris,"$16,153,953","$5,594,617","$10,559,336"
Lantana,"$15,747,450","$4,623,189","$11,124,261"
Enigma 2001 Re-release,"$15,705,007","$4,301,582","$11,403,425"
With a Friend Like Harry...,"$15,472,186","$3,830,441","$11,641,745"
Brother,"$15,250,594","$450,594","$14,800,000"
Josie and the Pussycats,"$14,866,015","$14,271,015","$595,000"
Out Cold,"$14,782,676","$13,906,394","$876,282"
Iron Monkey,"$14,694,904","$14,694,904",-
Together,"$14,572,229","$1,034,829","$13,537,400"
Freddy Got Fingered,"$14,333,252","$14,254,993","$78,259"
Osmosis Jones,"$14,026,418","$13,596,911","$429,507"
Ghosts of Mars,"$14,010,832","$8,709,640","$5,301,192"
American Outlaws,"$13,678,913","$13,342,790","$336,123"
One Night at McCool's,"$13,473,370","$6,290,673","$7,182,697"
Vidocq,"$13,240,767",-,"$13,240,767"
Head Over Heels,"$13,127,022","$10,424,470","$2,702,552"
Formula 51,"$12,881,605","$5,204,007","$7,677,598"
The Girl from Paris,"$12,812,396","$183,266","$12,629,130"
Apocalypse Now Redux,"$12,543,269","$4,626,290","$7,916,979"
Say It Isn't So,"$12,320,393","$5,520,393","$6,800,000"
The Son's Room,"$11,767,402","$1,016,340","$10,751,062"
Les rois mages,"$11,702,020",-,"$11,702,020"
The Experiment,"$11,455,141",-,"$11,455,141"
Kabhi Khushi Kabhie Gham...,"$11,329,690","$2,902,000","$8,427,690"
The Little Polar Bear,"$11,243,547",-,"$11,243,547"
Inuyasha the Movie: Affections Touching Across Time,"$10,539,779",-,"$10,539,779"
Town & Country,"$10,372,291","$6,719,973","$3,652,318"
Wasabi,"$10,366,360","$97,220","$10,269,140"
The Wash,"$10,229,331","$10,097,538","$131,793"
Sexy Beast,"$10,045,677","$6,946,056","$3,099,621"
Girls on Top,"$10,038,662",-,"$10,038,662"
The Deep End,"$10,031,529","$8,823,109","$1,208,420"
Mad Love,"$9,306,362","$280,046","$9,026,316"
Kandahar,"$8,914,751","$1,418,314","$7,496,437"
Son of the Bride,"$8,772,695","$624,757","$8,147,938"
Ghost World,"$8,764,007","$6,217,849","$2,546,158"
The Forsaken,"$8,704,851","$7,288,451","$1,416,400"
Tini: The New Life of Violetta,"$8,678,476",-,"$8,678,476"
The Prince and the Pirate,"$8,579,972",-,"$8,579,972"
Bones,"$8,378,853","$7,316,658","$1,062,195"
Merry Christmas,"$8,228,560",-,"$8,228,560"
The Hole,"$7,644,361",-,"$7,644,361"
Sex and Lucía,"$7,640,680","$1,594,779","$6,045,901"
Monkeybone,"$7,622,365","$5,411,999","$2,210,366"
Mean Machine,"$7,310,206","$92,770","$7,217,436"
The Slurb,"$6,854,681",-,"$6,854,681"
China: The Panda Adventure,"$6,784,985","$3,921,642","$2,863,343"
The Road Home,"$6,780,490","$1,280,490","$5,500,000"
The Piano Teacher,"$6,749,315","$1,012,069","$5,737,246"
Under the Sand,"$6,531,687","$1,452,698","$5,078,989"
The Devil's Backbone,"$6,459,020","$755,249","$5,703,771"
Megiddo: The Omega Code 2,"$6,047,691","$6,047,691",-
Chaos,"$6,042,938",-,"$6,042,938"
Tom Thumb,"$5,867,304",-,"$5,867,304"
The Golden Bowl,"$5,753,678","$3,050,532","$2,703,146"
A Fish Tale,"$5,595,327","$563,911","$5,031,416"
Made,"$5,480,653","$5,313,300","$167,353"
Read My Lips,"$5,393,526","$1,471,911","$3,921,615"
Charlotte Gray,"$5,323,109","$741,394","$4,581,715"
Mission: Impossible II,"$546,388,108","$215,409,889","$330,978,219"
Gladiator,"$460,583,960","$187,705,427","$272,878,533"
Cast Away,"$429,632,142","$233,632,142","$196,000,000"
What Women Want,"$374,111,707","$182,811,707","$191,300,000"
Dinosaur,"$349,822,765","$137,748,063","$212,074,702"
How the Grinch Stole Christmas,"$345,842,198","$260,745,620","$85,096,578"
Meet the Parents,"$330,444,045","$166,244,045","$164,200,000"
The Perfect Storm,"$328,718,434","$182,618,434","$146,100,000"
X-Men,"$296,339,528","$157,299,718","$139,039,810"
What Lies Beneath,"$291,420,351","$155,464,351","$135,956,000"
Scary Movie,"$278,019,771","$157,019,771","$121,000,000"
Charlie's Angels,"$264,105,545","$125,305,545","$138,800,000"
Erin Brockovich,"$256,271,286","$125,595,205","$130,676,081"
Unbreakable,"$248,118,121","$95,011,339","$153,106,782"
Gone in 60 Seconds,"$237,202,299","$101,648,571","$135,553,728"
Chicken Run,"$224,834,564","$106,834,564","$118,000,000"
Vertical Limit,"$215,663,859","$69,243,859","$146,420,000"
The Patriot,"$215,294,342","$113,330,342","$101,964,000"
"Crouching Tiger, Hidden Dragon","$213,525,736","$128,078,872","$85,446,864"
Miss Congeniality,"$212,742,720","$106,807,667","$105,935,053"
Traffic,"$207,515,725","$124,115,725","$83,400,000"
Hollow Man,"$190,213,455","$73,209,340","$117,004,115"
102 Dalmatians,"$183,611,771","$66,957,026","$116,654,745"
Big Momma's House,"$173,959,438","$117,559,438","$56,400,000"
The Emperor's New Groove,"$169,327,687","$89,302,687","$80,025,000"
Nutty Professor II: The Klumps,"$166,339,890","$123,309,890","$43,030,000"
Scream 3,"$161,834,276","$89,143,175","$72,691,101"
Chocolat,"$152,699,946","$71,509,363","$81,190,583"
"Me, Myself & Irene","$149,270,999","$90,570,999","$58,700,000"
The Beach,"$144,056,873","$39,785,027","$104,271,846"
Remember the Titans,"$136,706,683","$115,654,751","$21,051,932"
Pokémon the Movie 2000,"$133,949,270","$43,758,684","$90,190,586"
Space Cowboys,"$128,884,132","$90,464,773","$38,419,359"
U-571,"$127,666,415","$77,122,415","$50,544,000"
The Family Man,"$124,745,083","$75,793,305","$48,951,778"
Road Trip,"$119,754,278","$68,540,777","$51,213,501"
Coyote Ugly,"$113,916,474","$60,786,269","$53,130,205"
Final Destination,"$112,880,294","$53,331,147","$59,549,147"
The Exorcist 2000 Director's Cut,"$112,053,066","$39,671,011","$72,382,055"
Mission to Mars,"$110,983,407","$60,883,407","$50,100,000"
The Kid,"$110,317,580","$69,691,949","$40,625,631"
Billy Elliot,"$109,280,263","$21,995,263","$87,285,000"
Shaft,"$107,196,498","$70,334,258","$36,862,240"
The Whole Nine Yards,"$106,371,651","$57,262,492","$49,109,159"
The Cell,"$104,155,843","$61,334,059","$42,821,784"
Rugrats in Paris,"$103,291,131","$76,507,756","$26,783,375"
Shanghai Noon,"$99,274,467","$56,937,502","$42,336,965"
The Tigger Movie,"$96,159,800","$45,554,533","$50,605,267"
The 6th Day,"$96,085,477","$34,604,280","$61,481,197"
Romeo Must Die,"$91,036,760","$55,973,336","$35,063,424"
Fantasia 2000,"$90,874,570","$60,655,420","$30,219,150"
Autumn in New York,"$90,726,668","$37,761,915","$52,964,753"
Bring It On,"$90,449,929","$68,379,000","$22,070,929"
Bedazzled,"$90,383,208","$37,886,980","$52,496,228"
Snatch,"$83,557,872","$30,328,156","$53,229,716"
Men of Honor,"$82,343,495","$48,818,921","$33,524,574"
Finding Forrester,"$80,049,764","$51,804,714","$28,245,050"
The Road to El Dorado,"$76,432,727","$50,863,742","$25,568,985"
"Dude, Where's My Car?","$73,180,723","$46,729,800","$26,450,923"
"O Brother, Where Art Thou?","$71,868,327","$45,512,588","$26,355,739"
Rules of Engagement,"$71,732,303","$61,335,230","$10,397,073"
Frequency,"$68,106,245","$45,010,278","$23,095,967"
Thirteen Days,"$66,579,890","$34,592,089","$31,987,801"
Proof of Life,"$62,761,005","$32,598,931","$30,162,074"
Snow Day,"$62,464,731","$60,020,107","$2,444,624"
28 Days,"$62,198,945","$37,170,488","$25,028,457"
Taxi 2,"$60,726,164","$626,164","$60,100,000"
Keeping the Faith,"$59,945,183","$37,047,880","$22,897,303"
Next Friday,"$59,827,328","$57,328,603","$2,498,725"
The Flintstones in Viva Rock Vegas,"$59,468,275","$35,268,275","$24,200,000"
Little Nicky,"$58,292,295","$39,464,775","$18,827,520"
Pay It Forward,"$55,707,411","$33,519,628","$22,187,783"
Bounce,"$53,425,292","$36,805,288","$16,620,004"
Pitch Black,"$53,187,659","$39,240,659","$13,947,000"
Hanging Up,"$51,880,044","$36,050,230","$15,829,814"
The Skulls,"$50,802,120","$35,046,120","$15,756,000"
The Replacements,"$50,054,511","$44,737,059","$5,317,452"
Book of Shadows: Blair Witch 2,"$47,737,094","$26,437,094","$21,300,000"
Almost Famous,"$47,383,689","$32,534,850","$14,848,839"
The Watcher,"$47,267,829","$28,946,615","$18,321,214"
High Fidelity,"$47,126,295","$27,287,137","$19,839,158"
Dracula 2000,"$47,053,625","$33,022,767","$14,030,858"
The Gift,"$44,567,606","$12,008,642","$32,558,964"
Where the Heart Is,"$40,863,718","$33,772,838","$7,090,880"
Bless the Child,"$40,443,010","$29,381,494","$11,061,516"
The Art of War,"$40,400,425","$30,208,599","$10,191,826"
Dancer in the Dark,"$40,031,879","$4,184,036","$35,847,843"
The Legend of Bagger Vance,"$39,459,427","$30,919,168","$8,540,259"
Urban Legends: Final Cut,"$38,574,362","$21,468,807","$17,105,555"
The Original Kings of Comedy,"$38,182,790","$38,182,790",-
Titan A.E.,"$36,754,634","$22,753,426","$14,001,208"
Return to Me,"$36,609,995","$32,722,798","$3,887,197"
My Dog Skip,"$35,547,761","$34,134,641","$1,413,120"
The Adventures of Rocky & Bullwinkle,"$35,134,820","$26,005,820","$9,129,000"
American Psycho,"$34,266,564","$15,070,285","$19,196,279"
Dungeons & Dragons,"$33,978,694","$15,391,970","$18,586,724"
Red Planet,"$33,463,969","$17,480,890","$15,983,079"
Wonder Boys,"$33,426,588","$19,393,557","$14,033,031"
Reindeer Games,"$32,168,970","$23,368,995","$8,799,975"
Lost Souls,"$31,355,910","$16,815,253","$14,540,657"
Small Time Crooks,"$29,934,477","$17,266,359","$12,668,118"
Battlefield Earth,"$29,725,663","$21,471,685","$8,253,978"
Nurse Betty,"$29,360,400","$25,170,054","$4,190,346"
Boiler Room,"$28,780,255","$16,970,581","$11,809,674"
The Little Vampire,"$27,965,865","$13,572,400","$14,393,465"
Love & Basketball,"$27,728,118","$27,459,615","$268,503"
Cirque du Soleil: Journey of Man,"$27,538,359","$15,627,434","$11,910,925"
Center Stage,"$26,385,941","$17,200,925","$9,185,016"
Saving Grace,"$26,330,482","$12,178,602","$14,151,880"
Boys and Girls,"$25,850,615","$21,799,652","$4,050,963"
Down to You,"$24,419,914","$20,069,008","$4,350,906"
The Next Best Thing,"$24,362,772","$14,990,582","$9,372,190"
Dr. T & the Women,"$22,844,291","$13,113,041","$9,731,250"
The Contender,"$22,361,811","$17,872,723","$4,489,088"
Michael Jordan to the Max,"$21,268,532","$18,650,521","$2,618,011"
Best in Show,"$20,789,556","$18,715,392","$2,074,164"
Thomas and the Magic Railroad,"$19,748,009","$15,933,506","$3,814,503"
Get Carter,"$19,412,993","$14,967,182","$4,445,811"
The Ninth Gate,"$18,661,336","$18,661,336",-
Loser,"$18,404,706","$15,618,626","$2,786,080"
All the Pretty Horses,"$18,133,495","$15,540,353","$2,593,142"
Quills,"$17,989,227","$7,065,332","$10,923,895"
CyberWorld,"$16,653,900","$11,253,900","$5,400,000"
Digimon: The Movie,"$16,643,191","$9,631,153","$7,012,038"
The Dish,"$16,575,074","$2,552,992","$14,022,082"
Italian for Beginners,"$16,349,568","$4,544,753","$11,804,815"
Drowning Mona,"$15,906,764","$15,506,764","$400,000"
Highlander: Endgame,"$15,843,608","$12,811,858","$3,031,750"
Bait,"$15,471,969","$15,325,127","$146,842"
Supernova,"$14,828,081","$14,230,455","$597,626"
Malena,"$14,493,284","$3,448,233","$11,045,051"
I Dreamed of Africa,"$14,400,327","$6,651,522","$7,748,805"
What Planet Are You From?,"$14,145,677","$6,291,602","$7,854,075"
The Ladies Man,"$13,743,212","$13,616,610","$126,602"
Solarmax,"$13,400,161","$13,400,161",-
The Crew,"$13,105,853","$13,023,075","$82,778"
The Way of the Gun,"$13,069,740","$6,055,661","$7,014,079"
In the Mood for Love,"$12,854,953","$2,738,980","$10,115,973"
Gossip,"$12,591,270","$5,108,820","$7,482,450"
Ready to Rumble,"$12,452,362","$12,394,327","$58,035"
Drunken Master II,"$11,555,430","$11,555,430",-
You Can Count on Me,"$11,242,521","$9,416,804","$1,825,717"
Shadow of the Vampire,"$11,155,214","$8,293,784","$2,861,430"
Lucky Numbers,"$10,890,222","$10,042,516","$847,706"
Here on Earth,"$10,873,148","$10,522,168","$350,980"
Pollock,"$10,558,970","$8,598,593","$1,960,377"
Anatomy,"$10,501,958","$9,660","$10,492,298"
The Virgin Suicides,"$10,409,377","$4,906,229","$5,503,148"
Woman on Top,"$10,194,274","$5,020,111","$5,174,163"
Godzilla 2000,"$10,037,390","$10,037,390",-
Whatever It Takes,"$9,902,115","$8,745,680","$1,156,435"
3 Strikes,"$9,832,166","$9,832,166",-
Bread and Tulips,"$9,719,848","$5,318,679","$4,401,169"
Ghost Dog: The Way of the Samurai,"$9,380,473","$3,308,029","$6,072,444"
State and Main,"$9,206,279","$6,944,471","$2,261,808"
Before Night Falls,"$8,527,517","$4,242,892","$4,284,625"
Butterfly,"$7,733,894","$2,092,682","$5,641,212"
Ants in the Pants,"$7,625,967",-,"$7,625,967"
Requiem for a Dream,"$7,390,108","$3,635,482","$3,754,626"
Where the Money Is,"$7,243,669","$5,661,798","$1,581,871"
Screwed,"$7,201,701","$7,027,345","$174,356"
Widow of St. Pierre,"$7,193,889","$3,193,889","$4,000,000"
Croupier,"$7,075,068","$6,201,143","$873,925"
Duets,"$6,620,242","$4,739,023","$1,881,219"
Now or Never,"$5,995,963",-,"$5,995,963"
Black & White,"$5,541,431","$5,277,299","$264,132"
The in Crowd,"$5,280,035","$5,280,035",-
The House of Mirth,"$5,164,404","$3,043,284","$2,121,120"
Otto - Der Katastrofenfilm,"$5,058,355",-,"$5,058,355"
Whipped,"$4,775,009","$4,159,986","$615,023"
Held Up,"$4,705,631","$4,705,631",-
The Jungle Book 2000 Re-release,"$4,466,472",-,"$4,466,472"
The Tao of Steve,"$4,406,030","$4,342,203","$63,827"
Mohabbatein,"$4,279,351","$1,070,000","$3,209,351"
East Is East,"$4,177,818","$4,177,818",-
Bossa Nova,"$4,069,261","$1,823,297","$2,245,964"
Erkan & Stefan,"$4,026,949",-,"$4,026,949"
Pettson & Findus - Katten och gubbens år,"$3,920,489",-,"$3,920,489"
Up at the Villa,"$3,740,113","$2,933,161","$806,952"
The Big Kahuna,"$3,728,888","$3,165,544","$563,344"
Price of Glory,"$3,548,556","$3,440,228","$108,328"
Gun Shy,"$3,221,280","$1,638,202","$1,583,078"
Beautiful,"$3,169,930","$3,157,348","$12,582"
Isn't She Great,"$3,003,296","$2,962,465","$40,831"
No More School,"$2,870,533",-,"$2,870,533"
Flickering Lights,"$2,760,019",-,"$2,760,019"
The Color of Paradise,"$2,724,595","$1,817,216","$907,379"
God's Army,"$2,637,726","$2,637,726",-
But I'm a Cheerleader,"$2,595,216","$2,205,627","$389,589"
Bamboozled,"$2,463,650","$2,274,979","$188,671"
East/West,"$2,321,029","$2,321,029",-
Shower,"$2,150,929","$1,157,764","$993,165"
Left Luggage,"$2,111,280","$1,069,540","$1,041,740"
Blood Simple 2000 Re-release,"$2,068,701","$1,701,855","$366,846"
Marlene,"$2,061,924",-,"$2,061,924"
Hamlet,"$2,046,433","$1,577,287","$469,146"
The Broken Hearts Club: A Romantic Comedy,"$2,019,121","$1,746,585","$272,536"
Cecil B. Demented,"$1,961,544","$1,284,646","$676,898"
The Life and Times of Hank Greenberg,"$1,712,385","$1,712,385",-
The Girl on the Bridge,"$1,708,839","$1,708,839",-
Star Wars: Episode I - The Phantom Menace,"$924,305,084","$431,088,295","$493,216,789"
The Sixth Sense,"$672,806,292","$293,506,292","$379,300,000"
Toy Story 2,"$487,059,677","$245,852,179","$241,207,498"
The Matrix,"$463,517,383","$171,479,930","$292,037,453"
Tarzan,"$448,191,819","$171,091,819","$277,100,000"
American Beauty,"$356,296,601","$130,096,601","$226,200,000"
Runaway Bride,"$309,460,292","$152,257,509","$157,202,783"
Stuart Little,"$300,135,367","$140,035,367","$160,100,000"
The Green Mile,"$286,801,374","$136,801,374","$150,000,000"
The Blair Witch Project,"$248,639,099","$140,539,099","$108,100,000"
American Pie,"$235,483,004","$102,561,004","$132,922,000"
Big Daddy,"$234,801,895","$163,479,795","$71,322,100"
Wild Wild West,"$222,104,681","$113,804,681","$108,300,000"
Entrapment,"$212,404,396","$87,704,396","$124,700,000"
End of Days,"$211,989,043","$66,889,043","$145,100,000"
Austin Powers: The Spy Who Shagged Me,"$206,756,056","$206,040,086","$715,970"
Sleepy Hollow,"$206,071,502","$101,071,502","$105,000,000"
Double Jeopardy,"$177,841,558","$116,741,558","$61,100,000"
The Haunting,"$177,311,151","$91,411,151","$85,900,000"
Analyze This,"$176,885,658","$106,885,658","$70,000,000"
Deep Blue Sea,"$164,648,142","$73,648,142","$91,000,000"
Pokémon: The First Movie - Mewtwo Strikes Back,"$163,644,662","$85,744,662","$77,900,000"
Eyes Wide Shut,"$162,091,208","$55,691,208","$106,400,000"
Payback,"$161,626,121","$81,526,121","$80,100,000"
Princess Mononoke,"$159,414,369","$2,375,308","$157,039,061"
The Mummy,"$155,696,550","$155,516,138","$177,949"
The Bone Collector,"$151,493,655","$66,518,655","$84,975,000"
The General's Daughter,"$149,705,852","$102,705,852","$47,000,000"
Inspector Gadget,"$134,403,112","$97,403,112","$37,000,000"
The Talented Mr. Ripley,"$128,798,265","$81,298,265","$47,500,000"
The World Is Not Enough,"$126,943,746","$126,943,684",-
The Thomas Crown Affair,"$124,305,181","$69,305,181","$55,000,000"
Notting Hill,"$124,221,982","$116,089,678","$8,092,337"
Message in a Bottle,"$118,880,016","$52,880,016","$66,000,000"
Blue Streak,"$117,758,500","$68,518,533","$49,239,967"
Anna and the King,"$113,996,937","$39,263,420","$74,733,517"
Three Kings,"$107,752,036","$60,652,036","$47,100,000"
She's All That,"$103,166,989","$63,366,989","$39,800,000"
Fight Club,"$100,853,753","$37,030,102","$63,823,651"
Any Given Sunday,"$100,230,832","$75,530,832","$24,700,000"
Bowfinger,"$98,625,775","$66,384,775","$32,241,000"
8MM,"$96,618,699","$36,663,315","$59,955,384"
Forces of Nature,"$93,900,680","$52,900,680","$41,000,000"
Deuce Bigalow: Male Gigolo,"$92,938,755","$65,538,755","$27,400,000"
Galaxy Quest,"$90,683,916","$71,583,916","$19,100,000"
Stigmata,"$89,446,268","$50,046,268","$39,400,000"
The Cider House Rules,"$88,545,092","$57,545,092","$31,000,000"
Bicentennial Man,"$87,423,861","$58,223,861","$29,200,000"
Never Been Kissed,"$84,565,230","$55,474,756","$29,090,474"
"South Park: Bigger, Longer & Uncut","$83,137,603","$52,037,603","$31,100,000"
Cruel Intentions,"$75,902,208","$38,328,567","$37,573,641"
Random Hearts,"$74,608,570","$31,502,583","$43,105,987"
The Hurricane,"$73,956,241","$50,699,241","$23,257,000"
Life,"$73,475,268","$64,016,268","$9,459,000"
All About My Mother,"$67,872,296","$8,272,296","$59,600,000"
The Messenger: The Story of Joan of Arc,"$66,976,317","$14,276,317","$52,700,000"
The 13th Warrior,"$61,698,899","$32,698,899","$29,000,000"
The Insider,"$60,289,912","$29,089,912","$31,200,000"
The Story of Us,"$58,900,031","$27,100,031","$31,800,000"
Lake Placid,"$56,870,414","$31,770,414","$25,100,000"
Varsity Blues,"$54,294,169","$52,894,169","$1,400,000"
Mickey Blue Eyes,"$54,264,342","$33,864,342","$20,400,000"
10 Things I Hate About You,"$53,478,166","$38,178,166","$15,300,000"
Magnolia,"$48,451,803","$22,455,976","$25,995,827"
"Girl, Interrupted","$48,350,205","$28,912,646","$19,437,559"
Man on the Moon,"$47,434,430","$34,607,430","$12,827,000"
For Love of the Game,"$46,112,640","$35,188,640","$10,924,000"
House on Haunted Hill,"$42,593,455","$40,846,082","$1,747,373"
Arlington Road,"$41,067,311","$24,756,177","$16,311,134"
Blast from the Past,"$40,263,020","$26,511,114","$13,751,906"
Encounter in the Third Dimension,"$38,171,557","$7,195,792","$30,975,765"
The Bachelor,"$36,911,617","$21,760,240","$15,151,377"
My Favorite Martian,"$36,850,101","$36,850,101",-
Baby Geniuses,"$36,450,736","$27,250,736","$9,200,000"
Edtv,"$35,242,897","$22,431,897","$12,811,000"
October Sky,"$34,698,685","$32,570,685","$2,128,000"
The Best Man,"$34,573,780","$34,102,780","$471,000"
Instinct,"$34,105,207","$34,105,207",-
Mystery Men,"$33,461,011","$29,762,011","$3,699,000"
Dogma,"$31,117,471","$30,652,890","$464,581"
Virus,"$30,652,005","$14,036,005","$16,616,000"
