Movie Title,World Wide,Deomestic,Foreign
Fire with Fire,"$4,636,169","$4,636,169",-
Eliminators,"$4,601,256","$4,601,256",-
That's Life!,"$4,079,895","$4,079,895",-
Tai-Pan,"$4,007,250","$4,007,250",-
The Manhattan Project,"$3,900,000","$3,900,000",-
Power,"$3,800,000","$3,800,000",-
The Wraith,"$3,500,000","$3,500,000",-
Head Office,"$3,393,807","$3,393,807",-
Born American,"$3,388,020","$3,388,020",-
'Round Midnight,"$3,272,593","$3,272,593",-
The Naked Cage,"$3,136,701","$3,136,701",-
Bullies,"$2,995,527","$2,995,527",-
Sid and Nancy,"$2,826,523","$2,826,523",-
Deadtime Stories,"$2,750,741","$2,750,741",-
Playing for Keeps,"$2,669,366","$2,669,366",-
Heathcliff: The Movie,"$2,610,686","$2,610,686",-
The Men's Club,"$2,556,361","$2,556,361",-
Streets of Gold,"$2,546,238","$2,546,238",-
True Stories,"$2,545,142","$2,545,142",-
Reform School Girls,"$2,510,433","$2,510,433",-
P.O.W. the Escape,"$2,497,233","$2,497,233",-
Desert Hearts,"$2,492,088","$2,492,088",-
My Beautiful Laundrette,"$2,451,545","$2,451,545",-
"Hey There, It's Yogi Bear","$2,438,233","$2,438,233",-
Dangerously Close,"$2,390,525","$2,390,525",-
At Close Range,"$2,347,000","$2,347,000",-
Shanghai Surprise,"$2,315,683","$2,315,683",-
Sky Bandits,"$2,295,500","$2,295,500",-
Nomads,"$2,278,264","$2,278,264",-
Turtle Diary,"$2,156,772","$2,156,772",-
Three Men and a Cradle,"$2,052,466","$2,052,466",-
Rad,"$2,015,882","$2,015,882",-
Betty Blue,"$2,003,822","$2,003,822",-
The Clan of the Cave Bear,"$1,953,732","$1,953,732",-
Jake Speed,"$1,943,751","$1,943,751",-
The Decline of the American Empire,"$1,902,706","$1,902,706",-
Quiet Cool,"$1,900,000","$1,900,000",-
Link,"$1,720,450","$1,720,450",-
Pirates,"$1,641,825","$1,641,825",-
Solarbabies,"$1,579,260","$1,579,260",-
Salvador,"$1,500,000","$1,500,000",-
Clockwise,"$1,476,356","$1,476,356",-
Down by Law,"$1,435,668","$1,435,668",-
GoBots: Battle of the Rock Lords,"$1,338,264","$1,338,264",-
8 Million Ways to Die,"$1,305,114","$1,305,114",-
Native Son,"$1,301,121","$1,301,121",-
The Adventures of the American Rabbit,"$1,268,443","$1,268,443",-
From Beyond,"$1,261,000","$1,261,000",-
Water,"$1,256,862","$1,256,862",-
Touch and Go,"$1,254,040","$1,254,040",-
Home of the Brave: A Film by Laurie Anderson,"$1,250,000","$1,250,000",-
Belizaire the Cajun,"$1,142,243","$1,142,243",-
Half Moon Street,"$1,131,399","$1,131,399",-
Absolute Beginners,"$930,211","$930,211",-
Marlene,"$852,676","$852,676",-
The Adventures of Mark Twain,"$849,915","$849,915",-
Ginger & Fred,"$837,623","$837,623",-
Nutcracker,"$781,727","$781,727",-
Defense of the Realm,"$750,000","$750,000",-
Where the River Runs Black,"$676,166","$676,166",-
Modern Girls,"$604,849","$604,849",-
Knights of the City,"$601,451","$601,451",-
Code Name: Wild Geese,"$600,000","$600,000",-
Night of the Creeps,"$591,366","$591,366",-
Nobody's Fool,"$563,358","$563,358",-
The Assault,"$512,403","$512,403",-
Dream Lover,"$502,237","$502,237",-
"'night, Mother","$441,863","$441,863",-
Desert Bloom,"$416,393","$416,393",-
Weekend Warriors,"$351,623","$351,623",-
La Cage aux Folles 3: The Wedding,"$345,280","$345,280",-
TerrorVision,"$320,256","$320,256",-
Every Time We Say Goodbye,"$278,623","$278,623",-
Lady Jane,"$277,646","$277,646",-
Willy/Milly,"$277,405","$277,405",-
The Boy in Blue,"$275,000","$275,000",-
The Gospel According to Vic,"$267,249","$267,249",-
Radioactive Dreams,"$220,038","$220,038",-
The Girl in the Picture,"$202,428","$202,428",-
The Mission 2008 Re-release,"$141,112",-,"$141,112"
Let's Get Harry,"$140,980","$140,980",-
Stewardess School,"$136,158","$136,158",-
Jocks,"$120,808","$120,808",-
Stripper,"$90,000","$90,000",-
16 Days of Glory,"$83,857","$83,857",-
Out of Africa,"$225,526,205","$87,071,205","$138,455,000"
Back to the Future,"$223,334,965","$211,850,472","$11,483,764"
Rambo: First Blood Part II,"$150,415,432","$150,415,432",-
Rocky IV,"$127,891,353","$127,873,716","$17,637"
The Color Purple,"$94,175,854","$94,175,854",-
Cocoon,"$76,113,124","$76,113,124",-
The Jewel of the Nile,"$75,973,200","$75,973,200",-
Witness,"$68,706,993","$68,706,993",-
The Goonies,"$61,410,901","$61,389,680","$2,770"
Spies Like Us,"$60,088,980","$60,088,980",-
Police Academy 2: Their First Assignment,"$55,600,000","$55,600,000",-
Fletch,"$50,612,888","$50,612,888",-
A View to a Kill,"$50,328,158","$50,327,960",-
National Lampoon's European Vacation,"$49,364,621","$49,364,621",-
Mask,"$48,230,162","$48,230,162",-
The Breakfast Club,"$45,876,558","$45,875,171",-
White Nights,"$42,160,849","$42,160,849",-
Pale Rider,"$41,410,568","$41,410,568",-
Pee-wee's Big Adventure,"$40,940,662","$40,940,662",-
Brewster's Millions,"$40,833,132","$40,833,132",-
E.T. the Extra-Terrestrial 1985 Re-release,"$40,607,502","$40,607,502",-
Jagged Edge,"$40,491,165","$40,491,165",-
St. Elmo's Fire,"$37,803,872","$37,803,872",-
Mad Max Beyond Thunderdome,"$36,230,925","$36,230,219",-
Commando,"$35,100,000","$35,100,000",-
Teen Wolf,"$33,086,611","$33,086,611",-
One Hundred and One Dalmatians 1985 Re-release,"$33,049,729","$33,049,729",-
Silverado,"$32,192,570","$32,192,570",-
Murphy's Romance,"$30,867,525","$30,867,525",-
A Nightmare on Elm Street 2: Freddy's Revenge,"$29,999,213","$29,999,213",-
Desperately Seeking Susan,"$27,398,584","$27,398,584",-
Prizzi's Honor,"$26,657,534","$26,657,534",-
The Last Dragon,"$25,755,277","$25,754,284",$749
Agnes of God,"$25,627,836","$25,627,836",-
Fright Night,"$24,923,585","$24,922,237",-
Summer Rental,"$24,689,703","$24,689,703",-
The Emerald Forest,"$24,468,550","$24,468,550",-
Weird Science,"$23,834,048","$23,834,048",-
Santa Claus: The Movie,"$23,717,291","$23,717,291",-
The Care Bears Movie,"$22,934,622","$22,934,622",-
Friday the 13th: A New Beginning,"$21,930,418","$21,930,418",-
The Black Cauldron,"$21,288,692","$21,288,692",-
Porky's Revenge,"$20,518,905","$20,518,905",-
Code of Silence,"$20,345,361","$20,345,361",-
Volunteers,"$19,875,740","$19,875,740",-
Young Sherlock Holmes,"$19,739,575","$19,739,575",-
Year of the Dragon,"$18,707,466","$18,707,466",-
Ladyhawke,"$18,432,000","$18,432,000",-
The Sure Thing,"$18,135,531","$18,135,531",-
Invasion U.S.A.,"$17,536,256","$17,536,256",-
To Live and Die in L.A.,"$17,307,108","$17,307,019",-
The Falcon and the Snowman,"$17,130,087","$17,130,087",-
Kiss of the Spider Woman,"$17,005,229","$17,005,229",-
Death Wish 3,"$16,116,878","$16,116,878",-
King Solomon's Mines,"$15,057,465","$15,057,465",-
Baby: Secret of the Lost Legend,"$14,972,297","$14,972,297",-
Clue,"$14,643,997","$14,643,997",-
Remo Williams: The Adventure Begins,"$14,393,902","$14,393,902",-
The Return of the Living Dead,"$14,240,081","$14,237,880",-
A Chorus Line,"$14,202,899","$14,202,899",-
Tomboy,"$14,100,000","$14,100,000",-
Follow That Bird,"$13,961,370","$13,961,370",-
One Magic Christmas,"$13,677,222","$13,677,222",-
Cat's Eye,"$13,086,298","$13,086,298",-
Vision Quest,"$12,993,175","$12,993,175",-
Real Genius,"$12,952,019","$12,952,019",-
Perfect,"$12,918,858","$12,918,858",-
Compromising Positions,"$12,531,831","$12,531,831",-
Silver Bullet,"$12,361,866","$12,361,866",-
Enemy Mine,"$12,303,411","$12,303,411",-
Lifeforce,"$11,603,545","$11,603,545",-
Just One of the Guys,"$11,528,900","$11,528,900",-
Star Wars: Episode VI - Return of the Jedi 1985 Re-release,"$11,252,123","$11,252,123",-
Return to Oz,"$11,137,801","$11,137,801",-
Krush Groove,"$11,052,713","$11,052,713",-
Gotcha!,"$10,806,919","$10,806,919",-
Missing in Action 2: The Beginning,"$10,755,447","$10,755,447",-
The Purple Rose of Cairo,"$10,631,333","$10,631,333",-
Moving Violations,"$10,627,754","$10,627,754",-
After Hours,"$10,609,321","$10,609,321",-
American Ninja,"$10,499,694","$10,499,694",-
Better Off Dead,"$10,297,601","$10,297,601",-
Lost in America,"$10,179,000","$10,179,000",-
Once Bitten,"$10,000,000","$10,000,000",-
Brazil,"$9,929,135","$9,929,135",-
Explorers,"$9,873,044","$9,873,044",-
The Journey of Natty Gann,"$9,708,373","$9,708,373",-
Ghostbusters 1985 Re-release,"$9,389,135","$9,389,135",-
Tuff Turf,"$9,369,329","$9,369,329",-
Sweet Dreams,"$9,085,049","$9,085,049",-
Target,"$9,023,199","$9,023,199",-
Mischief,"$8,692,426","$8,692,426",-
The Man with One Red Shoe,"$8,645,411","$8,645,411",-
That Was Then... This Is Now,"$8,630,068","$8,630,068",-
Secret Admirer,"$8,622,757","$8,622,757",-
Stick,"$8,489,518","$8,489,518",-
Twice in a Lifetime,"$8,402,424","$8,402,424",-
Fantasia 1985 Re-release,"$8,194,726","$8,194,726",-
D.A.R.Y.L.,"$7,840,873","$7,840,873",-
Runaway Train,"$7,683,620","$7,683,620",-
He-Man and She-Ra: The Secret of the Sword,"$7,660,857","$7,660,857",-
Into the Night,"$7,562,164","$7,562,164",-
The Trip to Bountiful,"$7,491,903","$7,491,903",-
Transylvania 6-5000,"$7,196,872","$7,196,872",-
Red Sonja,"$6,948,633","$6,948,633",-
Here Come the Littles,"$6,565,359","$6,565,359",-
Girls Just Want to Have Fun,"$6,326,051","$6,326,051",-
Plenty,"$6,148,000","$6,148,000",-
Rustlers' Rhapsody,"$6,090,497","$6,090,497",-
Heaven Help Us,"$6,070,794","$6,070,794",-
Gymkata,"$5,730,596","$5,730,596",-
Avenging Angel,"$5,622,787","$5,622,787",-
Creator,"$5,349,607","$5,349,607",-
King David,"$5,111,099","$5,111,099",-
Day of the Dead,"$5,000,000","$5,000,000",-
Gremlins 1985 Re-release,"$4,914,643","$4,914,643",-
Rainbow Brite and the Star Stealer,"$4,889,971","$4,889,971",-
The Company of Wolves,"$4,389,334","$4,389,334",-
The Mean Season,"$4,349,446","$4,349,446",-
That's Dancing!,"$4,210,938","$4,210,938",-
My Science Project,"$4,122,748","$4,122,748",-
Godzilla 1985,"$4,116,395","$4,116,395",-
The Heavenly Kid,"$3,852,271","$3,852,271",-
Ran,"$3,607,393","$3,607,393",-
Turk 182,"$3,594,997","$3,594,997",-
The Bride,"$3,558,669","$3,558,669",-
Starchaser: The Legend of Orin,"$3,360,800","$3,360,800",-
Fraternity Vacation,"$3,333,306","$3,333,306",-
The Legend of Billie Jean,"$3,099,497","$3,099,497",-
Rappin',"$2,864,844","$2,864,844",-
Fast Forward,"$2,791,350","$2,791,350",-
Hot Moves,"$2,732,684","$2,732,684",-
Bad Medicine,"$2,685,453","$2,685,453",-
Maxie,"$2,564,278","$2,564,278",-
A Private Function,"$2,527,088","$2,527,088",-
Marie,"$2,507,995","$2,507,995",-
Dance with a Stranger,"$2,174,622","$2,174,622",-
Blood Simple,"$2,150,000","$2,150,000",-
The Quiet Earth,"$2,123,135","$2,123,135",-
Re-Animator,"$2,024,021","$2,023,414",-
Warning Sign,"$1,918,117","$1,918,117",-
Bring on the Night,"$1,890,571","$1,890,571",-
The Slugger's Wife,"$1,878,561","$1,878,561",-
Heavenly Bodies,"$1,839,623","$1,839,623",-
American Flyers,"$1,420,355","$1,420,355",-
Certain Fury,"$1,381,091","$1,381,091",-
The Perils of Gwendoline in the Land of the Yik Yak,"$1,337,274","$1,337,274",-
The Aviator,"$1,304,192","$1,304,192",-
Wetherby,"$1,299,985","$1,299,985",-
Dreamchild,"$1,215,923","$1,215,923",-
DEFCON-4,"$1,057,064","$1,057,064",-
The Protector,"$981,817","$981,817",-
The Hit,"$876,775","$876,775",-
Fool for Love,"$836,156","$836,156",-
Lust in the Dust,"$727,639","$727,639",-
Pumping Iron II: The Women,"$628,050","$628,050",-
Fever Pitch,"$618,847","$618,847",-
Code Name: Emerald,"$561,548","$561,548",-
Joshua Then and Now,"$542,420","$542,420",-
Mishima: A Life in Four Chapters,"$502,758","$437,547","$65,211"
Morons from Outer Space,"$441,137","$441,137",-
The Holcroft Covenant,"$393,825","$393,825",-
Subway,"$390,659","$390,659",-
Sylvester,"$385,687","$385,687",-
Movers & Shakers,"$372,438","$372,438",-
Revolution,"$358,574","$358,574",-
Private Resort,"$331,816","$331,816",-
Eleni,"$305,102","$305,102",-
The New Kids,"$199,108","$199,108",-
The Bay Boy,"$162,364","$162,364",-
The Doctor and the Devils,"$147,070","$147,070",-
Petit Con,"$127,426","$127,426",-
Almost You,"$95,000","$95,000",-
Fandango,"$91,666","$91,666",-
Wild Geese II,"$69,342","$69,342",-
The Official Story,"$29,426","$29,426",-
Trouble in Mind,"$19,632","$19,632",-
Smooth Talk,"$16,785","$16,785",-
When Father Was Away on Business,"$16,131","$16,131",-
Colonel Redl,"$2,357","$2,357",-
Beverly Hills Cop,"$234,760,478","$234,760,478",-
Ghostbusters,"$229,376,332","$229,242,989","$122,597"
Indiana Jones and the Temple of Doom,"$179,872,804","$179,870,271",-
Gremlins,"$148,171,538","$148,168,459",-
The Karate Kid,"$90,817,155","$90,815,558",-
Police Academy,"$81,198,894","$81,198,894",-
Footloose,"$80,038,264","$80,035,402",-
Romancing the Stone,"$76,572,547","$76,572,238",$137
Star Trek III: The Search for Spock,"$76,471,046","$76,471,046",-
Splash,"$69,821,334","$69,821,334",-
Purple Rain,"$68,393,249","$68,392,977",-
Amadeus,"$51,565,096","$51,564,280",-
Tightrope,"$48,143,579","$48,143,579",-
The Natural,"$47,951,979","$47,951,979",-
"Greystoke: The Legend of Tarzan, Lord of the Apes","$45,858,563","$45,858,563",-
Revenge of the Nerds,"$40,874,452","$40,874,452",-
2010: The Year We Make Contact,"$40,400,657","$40,400,657",-
Breakin',"$38,682,707","$38,682,707",-
Bachelor Party,"$38,435,947","$38,435,947",-
Red Dawn,"$38,376,497","$38,376,497",-
The Terminator,"$38,374,581","$38,371,200",-
City Heat,"$38,348,988","$38,348,988",-
All of Me,"$36,403,064","$36,403,064",-
Places in the Heart,"$34,901,614","$34,901,614",-
The Killing Fields,"$34,700,291","$34,700,291",-
Friday the 13th: The Final Chapter,"$32,980,880","$32,980,880",-
Conan the Destroyer,"$31,042,035","$31,042,035",-
Dune,"$30,926,865","$30,925,690","$1,175"
The Gods Must Be Crazy,"$30,031,783","$30,031,783",-
Starman,"$28,744,356","$28,744,356",-
The Last Starfighter,"$28,733,290","$28,733,290",-
Cannonball Run II,"$28,078,073","$28,078,073",-
Teachers,"$27,774,237","$27,774,237",-
A Passage to India,"$27,187,653","$27,187,653",-
Pinocchio 1984 Re-release,"$26,414,038","$26,414,038",-
Protocol,"$26,186,631","$26,186,631",-
Micki + Maude,"$26,080,861","$26,080,861",-
The Cotton Club,"$25,928,721","$25,928,721",-
The Muppets Take Manhattan,"$25,534,703","$25,534,703",-
A Nightmare on Elm Street,"$25,507,443","$25,504,513",-
The Woman in Red,"$25,349,388","$25,308,147","$41,241"
Moscow on the Hudson,"$25,068,724","$25,068,724",-
The Flamingo Kid,"$23,859,382","$23,859,382",-
Sixteen Candles,"$23,686,027","$23,686,027",-
The Jungle Book 1984 Re-release,"$23,456,945","$23,456,945",-
Missing in Action,"$22,812,411","$22,812,411",-
A Soldier's Story,"$21,821,347","$21,821,347",-
Against All Odds,"$21,689,062","$21,689,062",-
"Oh, God! You Devil","$21,538,850","$21,538,850",-
Rhinestone,"$21,435,321","$21,435,321",-
Weekend Pass,"$21,058,033","$21,058,033",-
Top Secret!,"$20,458,340","$20,458,340",-
Hot Dog... The Movie,"$20,307,325","$20,307,325",-
The NeverEnding Story,"$20,162,419","$20,158,808",-
Unfaithfully Yours,"$19,928,200","$19,928,200",-
Best Defense,"$19,265,302","$19,265,302",-
Blame It on Rio,"$18,644,570","$18,644,570",-
Lassiter,"$17,513,452","$17,513,452",-
Angel,"$17,488,564","$17,488,564",-
Johnny Dangerously,"$17,124,395","$17,124,395",-
Firestarter,"$17,080,167","$17,080,167",-
Beat Street,"$16,596,465","$16,595,791",-
Breakin' 2: Electric Boogaloo,"$15,101,131","$15,101,131",-
Children of the Corn,"$14,568,989","$14,568,989",-
Night of the Comet,"$14,418,922","$14,418,922",-
Supergirl,"$14,296,438","$14,296,438",-
The Ice Pirates,"$14,255,801","$14,255,801",-
The Evil That Men Do,"$13,102,025","$13,102,025",-
Irreconcilable Differences,"$12,414,210","$12,414,210",-
Dreamscape,"$12,145,169","$12,145,169",-
Up the Creek,"$11,708,269","$11,708,269",-
The River,"$11,489,982","$11,489,982",-
Tank,"$11,302,884","$11,302,884",-
Falling in Love,"$11,129,057","$11,129,057",-
Hard to Hold,"$11,113,806","$11,113,806",-
The Wild Life,"$11,020,375","$11,020,375",-
Broadway Danny Rose,"$10,600,497","$10,600,497",-
Where the Boys Are,"$10,530,000","$10,530,000",-
Thief of Hearts,"$10,435,015","$10,435,015",-
Terror in the Aisles,"$10,004,817","$10,004,817",-
Cloak and Dagger,"$9,719,952","$9,719,952",-
Country,"$9,640,000","$9,640,000",-
Bolero,"$8,914,881","$8,914,881",-
Body Double,"$8,802,128","$8,801,940",-
Oxford Blues,"$8,793,152","$8,793,152",-
The Bounty,"$8,613,462","$8,613,462",-
1984,"$8,430,492","$8,430,492",-
Reckless,"$8,289,916","$8,289,916",-
The Philadelphia Experiment,"$8,103,330","$8,103,330",-
Streets of Fire,"$8,089,767","$8,089,290",-
Just the Way You Are,"$7,889,694","$7,889,694",-
The Little Drummer Girl,"$7,828,841","$7,828,841",-
Ninja III: The Domination,"$7,610,785","$7,610,785",-
Iceman,"$7,343,032","$7,343,032",-
Hardbodies,"$7,121,719","$7,121,719",-
Alphabet City,"$7,035,585","$7,035,585",-
The Pope of Greenwich Village,"$6,836,201","$6,836,201",-
Runaway,"$6,770,587","$6,770,587",-
Swing Shift,"$6,650,206","$6,650,206",-
The Razor's Edge,"$6,551,987","$6,551,987",-
The Adventures of Buckaroo Banzai Across the 8th Dimension,"$6,254,148","$6,254,148",-
Firstborn,"$6,250,994","$6,250,994",-
Racing with the Moon,"$6,045,647","$6,045,647",-
Sheena,"$5,778,353","$5,778,353",-
The Lonely Guy,"$5,718,573","$5,718,573",-
Meatballs Part II,"$5,410,972","$5,410,972",-
Stop Making Sense,"$5,384,161","$4,949,438","$434,723"
Once Upon a Time in America,"$5,322,989","$5,321,508","$1,481"
Love Letters,"$5,269,990","$5,269,990",-
The Hotel New Hampshire,"$5,142,858","$5,142,858",-
American Dreamer,"$5,021,751","$5,021,751",-
No Small Affair,"$4,994,094","$4,994,094",-
Harry & Son,"$4,864,980","$4,864,980",-
"Grandview, U.S.A.","$4,743,119","$4,743,119",-
C.H.U.D.,"$4,654,423","$4,654,423",-
Making the Grade,"$4,561,346","$4,561,346",-
This Is Spinal Tap,"$4,491,645","$4,491,645",-
Joy of Sex,"$4,463,841","$4,463,841",-
Mrs. Soffel,"$4,385,312","$4,385,312",-
Until September,"$4,239,154","$4,239,154",-
Pete's Dragon 1984 Re-release,"$4,100,000","$4,100,000",-
Entre Nous,"$3,974,975","$3,974,975",-
Flashpoint,"$3,854,833","$3,854,833",-
Cheech & Chong's: The Corsican Brothers,"$3,772,785","$3,772,785",-
Exterminator 2,"$3,739,406","$3,739,406",-
The Brother from Another Planet,"$3,677,209","$3,677,209",-
"Careful, He Might Hear You","$2,938,179","$2,938,179",-
Crimes of Passion,"$2,912,945","$2,912,945",-
The Warrior and the Sorceress,"$2,886,225","$2,886,225",-
Phar Lap,"$2,878,404","$2,878,404",-
Impulse,"$2,773,433","$2,773,433",-
The Bear,"$2,687,148","$2,687,148",-
Under the Volcano,"$2,556,800","$2,556,800",-
"Silent Night, Deadly Night","$2,491,460","$2,491,460",-
Choose Me,"$2,490,233","$2,490,233",-
Stranger Than Paradise,"$2,454,363","$2,436,000","$18,363"
A Sunday in the Country,"$2,411,143","$2,411,143",-
"Paris, Texas","$2,213,299","$2,181,987","$30,362"
Electric Dreams,"$2,193,612","$2,193,612",-
Purple Hearts,"$2,075,282","$2,075,282",-
The Buddy System,"$1,820,049","$1,820,049",-
Body Rock,"$1,689,501","$1,689,501",-
Misunderstood,"$1,525,532","$1,525,532",-
Garbo Talks,"$1,493,782","$1,493,782",-
Finders Keepers,"$1,467,396","$1,467,396",-
Birdy,"$1,455,045","$1,455,045",-
Sahara,"$1,402,962","$1,402,962",-
Gabriela,"$1,318,839","$1,318,839",-
A Christmas Story 1984 Re-release,"$1,311,065","$1,311,065",-
The River Rat,"$1,142,944","$1,142,944",-
Mike's Murder,"$1,059,966","$1,059,966",-
Comfort and Joy,"$1,057,368","$1,057,368",-
The Bostonians,"$1,009,700","$1,009,700",-
The Power,"$929,162","$929,162",-
Songwriter,"$865,915","$865,915",-
Scandalous,"$526,805","$526,805",-
Windy City,"$343,890","$343,890",-
The Stone Boy,"$261,033","$261,033",-
Champions,"$200,498","$200,498",-
Razorback,"$150,140","$150,140",-
Heartbreakers,"$148,750","$148,750",-
Crackers,"$129,268","$129,268",-
Repo Man,"$129,000","$129,000",-
Eureka,"$123,572","$123,572",-
Slayground,"$108,128","$108,128",-
Star Wars: Episode VI - Return of the Jedi,"$252,601,637","$252,583,617","$18,020"
Terms of Endearment,"$108,423,489","$108,423,489",-
Flashdance,"$92,921,203","$92,921,203",-
Trading Places,"$90,404,800","$90,404,800",-
Superman III,"$80,250,623","$59,950,623","$20,300,000"
WarGames,"$79,567,667","$79,567,667",-
Octopussy,"$67,917,359","$67,893,619","$23,475"
Sudden Impact,"$67,642,693","$67,642,693",-
Staying Alive,"$64,892,670","$64,892,670",-
Mr. Mom,"$64,783,827","$64,783,827",-
Risky Business,"$63,541,777","$63,541,777",-
Vacation,"$61,399,851","$61,399,552",-
The Big Chill,"$56,342,711","$56,342,711",-
Never Say Never Again,"$55,433,185","$55,432,841",-
Jaws 3-D,"$45,517,055","$45,517,055",-
Scarface,"$45,231,326","$45,227,398",$501
Blue Thunder,"$42,313,354","$42,313,354",-
Yentl,"$40,219,251","$40,218,899",-
Silkwood,"$35,615,609","$35,615,609",-
Psycho II,"$34,725,000","$34,725,000",-
Porky's II: The Next Day,"$33,759,266","$33,759,266",-
Uncommon Valor,"$30,503,151","$30,503,151",-
Snow White and the Seven Dwarfs 1983 Re-release,"$30,100,000","$30,100,000",-
Never Cry Wolf,"$29,600,000","$29,600,000",-
Twilight Zone: The Movie,"$29,450,919","$29,450,919",-
Easy Money,"$29,309,766","$29,309,766",-
High Road to China,"$28,445,927","$28,445,927",-
The Outsiders,"$25,697,647","$25,697,647",-
Spring Break,"$24,071,666","$24,071,666",-
Two of a Kind,"$23,646,952","$23,646,952",-
My Tutor,"$22,587,834","$22,587,834",-
Class,"$21,667,789","$21,667,789",-
The Right Stuff,"$21,192,102","$21,192,102",-
Cujo,"$21,156,152","$21,156,152",-
Christine,"$21,018,644","$21,017,849",-
The Rescuers 1983 Re-release,"$21,000,000","$21,000,000",-
The Dead Zone,"$20,766,616","$20,766,616",-
Breathless,"$19,910,002","$19,910,002",-
A Christmas Story,"$19,294,292","$19,294,144",-
Max Dugan Returns,"$17,613,720","$17,613,720",-
Valley Girl,"$17,343,596","$17,343,596",-
All the Right Moves,"$17,233,166","$17,233,166",-
Krull,"$16,519,460","$16,519,460",-
Spacehunter: Adventures in the Forbidden Zone,"$16,478,265","$16,478,265",-
Richard Pryor... Here and Now,"$16,156,776","$16,156,776",-
D.C. Cab,"$16,134,627","$16,134,627",-
Gorky Park,"$15,856,028","$15,856,028",-
Still Smokin,"$15,543,710","$15,543,710",-
The Meaning of Life,"$14,929,552","$14,929,552",-
Educating Rita,"$14,648,076","$14,648,076",-
Private School,"$14,049,540","$14,049,540",-
The Survivors,"$14,000,000","$14,000,000",-
The Entity,"$13,277,558","$13,277,558",-
Revenge of the Ninja,"$13,168,027","$13,168,027",-
To Be or Not to Be,"$13,030,214","$13,030,214",-
Stroker Ace,"$13,000,000","$13,000,000",-
Lone Wolf McQuade,"$12,232,628","$12,232,628",-
The Black Stallion Returns,"$12,049,108","$12,049,108",-
The Sword in the Stone,"$12,000,000","$12,000,000",-
Deathstalker,"$11,919,250","$11,919,250",-
Zelig,"$11,798,616","$11,798,616",-
The Lords of Discipline,"$11,787,127","$11,787,127",-
Raiders of the Lost Ark 1983 Re-release,"$11,374,454","$11,374,454",-
The Smurfs and the Magic Flute,"$11,234,220","$11,234,220",-
The Man Who Loved Women,"$10,964,231","$10,964,231",-
Hercules,"$10,676,194","$10,676,194",-
The House on Sorority Row,"$10,604,986","$10,604,986",-
Doctor Detroit,"$10,375,893","$10,375,893",-
Deal of the Century,"$10,369,581","$10,369,581",-
The Man with Two Brains,"$10,353,438","$10,353,438",-
The Year of Living Dangerously,"$10,278,575","$10,278,575",-
Brainstorm,"$10,219,460","$10,219,460",-
Lovesick,"$10,171,304","$10,171,304",-
Without a Trace,"$9,632,062","$9,632,062",-
Bad Boys,"$9,190,819","$9,190,819",-
Rear Window 1983 Re-release,"$9,084,873","$9,084,420",$453
Strange Brew,"$8,571,374","$8,571,374",-
Tender Mercies,"$8,443,124","$8,443,124",-
Something Wicked This Way Comes,"$8,400,000","$8,400,000",-
10 to Midnight,"$7,175,592","$7,175,592",-
Romantic Comedy,"$6,857,733","$6,857,733",-
Fanny and Alexander,"$6,783,901","$6,783,304",-
Nightmares,"$6,670,680","$6,670,680",-
The Golden Seal,"$6,666,725","$6,666,725",-
The Osterman Weekend,"$6,486,797","$6,486,797",-
Star 80,"$6,472,990","$6,472,990",-
The Sting II,"$6,347,072","$6,347,072",-
Amityville 3-D,"$6,333,135","$6,333,135",-
Chained Heat,"$6,149,983","$6,149,983",-
Beyond the Limit,"$5,997,566","$5,997,566",-
The Hunger,"$5,979,292","$5,979,292",-
Local Hero,"$5,895,761","$5,895,761",-
Porky's 1983 Re-release,"$5,797,190","$5,797,190",-
Under Fire,"$5,696,391","$5,696,391",-
Smokey and the Bandit Part 3,"$5,678,950","$5,678,950",-
A Night in Heaven,"$5,563,663","$5,563,663",-
The Star Chamber,"$5,555,305","$5,555,305",-
The Grey Fox,"$5,516,140","$5,516,140",-
Vertigo 1983 Re-release,"$5,343,461","$5,343,461",-
The Dresser,"$5,310,748","$5,310,748",-
Metalstorm: The Destruction of Jared-Syn,"$5,301,085","$5,301,085",-
Vigilante,"$5,091,888","$5,091,888",-
Eddie and the Cruisers,"$4,786,789","$4,786,789",-
Curse of the Pink Panther,"$4,491,986","$4,491,986",-
Mortuary,"$4,319,001","$4,319,001",-
Trenchcoat,"$4,304,286","$4,304,286",-
Yellowbeard,"$4,300,000","$4,300,000",-
The Keep,"$4,219,430","$4,218,594",-
Joysticks,"$3,952,448","$3,952,448",-
Let's Spend the Night Together,"$3,821,199","$3,821,199",-
La Traviata,"$3,783,329","$3,783,329",-
The Return of Martin Guerre,"$3,704,433","$3,704,433",-
Running Brave,"$3,000,000","$3,000,000",-
Yor: The Hunter from the Future,"$2,810,199","$2,810,199",-
The Final Option,"$2,666,873","$2,666,873",-
The Evil Dead,"$2,661,944","$2,400,000","$261,944"
The King of Comedy,"$2,537,183","$2,536,242",-
Rumble Fish,"$2,494,480","$2,494,480",-
The Man Who Wasn't There,"$2,443,487","$2,443,487",-
Table for Five,"$2,439,705","$2,439,705",-
Tough Enough,"$2,433,722","$2,433,722",-
"Man, Woman and Child","$2,314,561","$2,314,561",-
Merry Christmas Mr. Lawrence,"$2,307,000","$2,306,560",-
