Movie Title,World Wide,Deomestic,imdbid,year,bt_score,submitterid,dubious,Score Category
My Blueberry Nights,22007671.0,867275.0,765120,2007,3,3998,0.0,Beschdel test passed
Once,20936722.0,9439923.0,907657,2006,2,233,0.0,Female character's dialogue is about boys
Evening,20016753.0,12492481.0,765447,2007,3,919,0.0,Beschdel test passed
Bhool Bhulaiyaa,19073095.0,1097797.0,995031,2007,1,7108,1.0,Dubious
Ice Age: The Meltdown,660998756.0,195330621.0,438097,2006,1,1916,0.0,Female characters have no dialogue
Casino Royale,606000064.0,167445960.0,61452,1967,2,4011,0.0,Female character's dialogue is about boys
Night at the Museum,574480841.0,250863268.0,477347,2006,3,82,0.0,Beschdel test passed
Cars,461983149.0,244082982.0,317219,2006,1,2603,1.0,Dubious
Mission: Impossible III,398479497.0,134029801.0,317919,2006,1,10467,0.0,Female characters have no dialogue
Superman Returns,391081192.0,200081192.0,348150,2006,1,7544,1.0,Dubious
Happy Feet,384335608.0,198000317.0,366548,2006,3,14878,0.0,Beschdel test passed
Over the Hedge,339795890.0,155019340.0,327084,2006,3,18670,1.0,Dubious
Eragon,250425512.0,75030163.0,449010,2006,1,1204,0.0,Female characters have no dialogue
Click,240685326.0,137355633.0,389860,2006,3,9834,0.0,Beschdel test passed
Inside Man,186003591.0,88513495.0,454848,2006,3,2823,1.0,Dubious
Poseidon,181674817.0,60674817.0,409182,2006,2,8921,0.0,Female character's dialogue is about boys
Deja Vu,180557550.0,64038616.0,453467,2006,1,19514,0.0,Female characters have no dialogue
Flushed Away,178281554.0,64665672.0,424095,2006,0,6349,0.0,Less than 2 named female characters
Scary Movie 4,178262620.0,90710620.0,362120,2006,3,14958,0.0,Beschdel test passed
Blood Diamond,171720398.0,57377916.0,450259,2006,1,8344,0.0,Female characters have no dialogue
Saw III,164874275.0,80238724.0,489270,2006,3,12563,0.0,Beschdel test passed
Miami Vice,163794509.0,63450470.0,430357,2006,1,17394,0.0,Female characters have no dialogue
Talladega Nights: The Ballad of Ricky Bobby,163362095.0,148213377.0,415306,2006,2,18313,0.0,Female character's dialogue is about boys
World Trade Center,163247198.0,70278893.0,469641,2006,2,18361,0.0,Female character's dialogue is about boys
Rocky Balboa,155929020.0,70270943.0,479143,2006,1,19039,0.0,Female characters have no dialogue
Dreamgirls,155430335.0,103365956.0,443489,2006,3,10997,0.0,Beschdel test passed
Monster House,141861243.0,73661010.0,385880,2006,3,6042,0.0,Beschdel test passed
Babel,135330182.0,34302837.0,449467,2006,3,11222,1.0,Dubious
Perfume: The Story of a Murderer,135039924.0,2223293.0,396171,2006,3,2472,0.0,Beschdel test passed
"You, Me and Dupree",130628903.0,75628110.0,463034,2006,1,1867,0.0,Female characters have no dialogue
Apocalypto,120654337.0,50866635.0,472043,2006,3,9720,0.0,Beschdel test passed
Eight Below,120455994.0,81612565.0,397313,2006,0,19977,0.0,Less than 2 named female characters
Final Destination 3,118890272.0,54098051.0,414982,2006,3,8279,0.0,Beschdel test passed
Barnyard,116755080.0,72637803.0,414853,2006,3,14370,0.0,Beschdel test passed
Step Up,114194847.0,65328121.0,462590,2006,3,14814,0.0,Beschdel test passed
Arthur and the Invisibles,107944236.0,15132763.0,344854,2006,0,8532,0.0,Less than 2 named female characters
Little Miss Sunshine,101058954.0,59891098.0,449059,2006,3,387,0.0,Beschdel test passed
Silent Hill,100605135.0,46982632.0,384537,2006,3,600,0.0,Beschdel test passed
Nacho Libre,99255460.0,80197993.0,457510,2006,0,2708,0.0,Less than 2 named female characters
RV,87528173.0,71726025.0,449089,2006,3,15183,0.0,Beschdel test passed
Jackass Number Two,84645164.0,72778712.0,493430,2006,1,1416,0.0,Female characters have no dialogue
Hostel,81979826.0,47326473.0,450278,2005,1,6136,0.0,Female characters have no dialogue
Curse of the Golden Flower,78568977.0,6566773.0,473444,2006,2,4760,1.0,Dubious
Lady in the Water,72785169.0,42285169.0,452637,2006,2,7367,0.0,Female character's dialogue is about boys
John Tucker Must Die,68844775.0,41011711.0,455967,2006,3,5855,0.0,Beschdel test passed
Letters from Iwo Jima,68673228.0,13756082.0,498380,2006,1,3855,0.0,Female characters have no dialogue
Tales from Earthsea,68625104.0,,495596,2006,1,16899,0.0,Female characters have no dialogue
When a Stranger Calls,67062123.0,47860214.0,455857,2006,3,8424,0.0,Beschdel test passed
When a Stranger Calls,20149106.0,20149106.0,455857,2006,3,8424,0.0,Beschdel test passed
Take the Lead,66499627.0,34742066.0,446046,2006,3,5641,0.0,Beschdel test passed
Flags of Our Fathers,65900249.0,33602376.0,418689,2006,1,21170,0.0,Female characters have no dialogue
Snakes on a Plane,62022014.0,34020814.0,417148,2006,3,2490,0.0,Beschdel test passed
My Super Ex-Girlfriend,61108981.0,22530295.0,465624,2006,3,20004,0.0,Beschdel test passed
Lucky Number Slevin,56308881.0,22495466.0,425210,2006,1,1194,0.0,Female characters have no dialogue
Stranger Than Fiction,53653224.0,40660952.0,420223,2006,3,280,0.0,Beschdel test passed
Notes on a Scandal,49814392.0,17510118.0,465551,2006,3,3678,0.0,Beschdel test passed
We Are Marshall,43545364.0,43545364.0,758794,2006,1,3853,0.0,Female characters have no dialogue
Last Holiday,43451846.0,38399961.0,408985,2006,3,881,0.0,Beschdel test passed
Glory Road,42938449.0,42647449.0,385726,2006,3,15597,0.0,Beschdel test passed
Man of the Year,42472472.0,37327390.0,483726,2006,1,843,0.0,Female characters have no dialogue
Thank You for Smoking,39323027.0,24793509.0,427944,2005,1,78,0.0,Female characters have no dialogue
Accepted,38623262.0,36323505.0,384793,2006,1,11855,0.0,Female characters have no dialogue
Miss Potter,35078241.0,3005605.0,482546,2006,3,2513,0.0,Beschdel test passed
Bambi II,34958637.0,,447854,2006,1,1942,0.0,Female characters have no dialogue
Stick It,31976848.0,26910736.0,430634,2006,3,2066,0.0,Beschdel test passed
Ultraviolet,31070211.0,18535812.0,370032,2006,1,3766,0.0,Female characters have no dialogue
Death Note,29630359.0,,1241317,2017,0,15184,0.0,Less than 2 named female characters
Clerks II,26984975.0,24148068.0,424345,2006,3,4503,1.0,Dubious
A Prairie Home Companion,25978867.0,20342852.0,420087,2006,3,3751,0.0,Beschdel test passed
School for Scoundrels,23947685.0,17807569.0,54279,1960,1,16727,0.0,Female characters have no dialogue
Aquamarine,22989957.0,18597342.0,429591,2006,3,5327,0.0,Beschdel test passed
Black Christmas,21510851.0,16273581.0,71222,1974,3,6269,0.0,Beschdel test passed
Black Christmas,21510851.0,16273581.0,454082,2006,3,2423,0.0,Beschdel test passed
Beerfest,20387597.0,19185184.0,486551,2006,3,12447,0.0,Beschdel test passed
Akeelah and the Bee,18948425.0,18848430.0,437800,2006,3,346,0.0,Beschdel test passed
Friends with Money,18245244.0,13368437.0,436331,2006,3,1148,0.0,Beschdel test passed
Material Girls,16907725.0,11449638.0,433412,2006,3,5083,0.0,Beschdel test passed
Harry Potter and the Goblet of Fire,895921036.0,290013036.0,330373,2005,1,3372,0.0,Female characters have no dialogue
Star Wars: Episode III - Revenge of the Sith,868352530.0,380270577.0,121766,2005,1,425,1.0,Dubious
War of the Worlds,603873119.0,234280354.0,407304,2005,3,1117,0.0,Beschdel test passed
King Kong,556906378.0,218080025.0,24216,1933,0,3118,0.0,Less than 2 named female characters
King Kong,556906378.0,218080025.0,360717,2005,0,479,0.0,Less than 2 named female characters
Madagascar,542063846.0,193595521.0,351283,2005,0,4977,0.0,Less than 2 named female characters
Charlie and the Chocolate Factory,474968763.0,206459076.0,367594,2005,3,3547,0.0,Beschdel test passed
Batman Begins,373443774.0,205343774.0,372784,2005,1,1,0.0,Female characters have no dialogue
Hitch,371594210.0,179495555.0,386588,2005,2,7064,0.0,Female character's dialogue is about boys
Chicken Little,314432837.0,135386665.0,371606,2005,1,14094,0.0,Female characters have no dialogue
Wedding Crashers,288467645.0,209255921.0,396269,2005,3,3190,0.0,Beschdel test passed
Constantine,230884728.0,75976178.0,360486,2005,1,6135,0.0,Female characters have no dialogue
Flightplan,223387299.0,89707299.0,408790,2005,3,3691,0.0,Beschdel test passed
Kingdom of Heaven,218122627.0,47398413.0,320661,2005,0,1207,0.0,Less than 2 named female characters
Fun with Dick and Jane,204681899.0,110332737.0,369441,2005,3,3738,0.0,Beschdel test passed
Brokeback Mountain,178062759.0,83043761.0,388795,2005,2,2723,0.0,Female character's dialogue is about boys
Memoirs of a Geisha,162242962.0,57490508.0,397535,2005,3,5152,0.0,Beschdel test passed
Sin City,158733820.0,74103820.0,401792,2005,3,1,0.0,Beschdel test passed
Monster-in-Law,155457327.0,82931301.0,369735,2005,0,12847,0.0,Less than 2 named female characters
Saw II,147748505.0,87039965.0,432348,2005,3,1597,1.0,Dubious
Bewitched,131426169.0,63313159.0,374536,2005,3,8274,0.0,Beschdel test passed
Munich,130982129.0,47403685.0,408306,2005,1,8128,0.0,Female characters have no dialogue
Cheaper by the Dozen 2,130154568.0,82571173.0,452598,2005,2,21082,0.0,Female character's dialogue is about boys
Sahara,119240351.0,68671925.0,36323,1943,0,2654,0.0,Less than 2 named female characters
Sahara,1402962.0,1402962.0,36323,1943,0,2654,0.0,Less than 2 named female characters
Corpse Bride,118090836.0,53359111.0,121164,2005,3,1519,1.0,Dubious
Hoodwinked!,110013167.0,51386611.0,443536,2005,3,4122,0.0,Beschdel test passed
Cinderella Man,108539911.0,61649911.0,352248,2005,2,3398,0.0,Female character's dialogue is about boys
Just Like Heaven,102854431.0,48318130.0,425123,2005,3,1533,0.0,Beschdel test passed
Crash,98410061.0,54580300.0,115964,1996,3,10336,0.0,Beschdel test passed
Crash,98410061.0,54580300.0,375679,2004,3,5926,0.0,Beschdel test passed
Crash,2664812.0,2664812.0,115964,1996,3,10336,0.0,Beschdel test passed
Crash,2664812.0,2664812.0,375679,2004,3,5926,0.0,Beschdel test passed
Red Eye,96258201.0,57891803.0,421239,2005,3,3291,0.0,Beschdel test passed
Four Brothers,92374674.0,74494381.0,430105,2005,1,14724,0.0,Female characters have no dialogue
White Noise,91196419.0,56386759.0,6160448,2022,3,20782,0.0,Beschdel test passed
White Noise,91196419.0,56386759.0,375210,2005,1,8602,0.0,Female characters have no dialogue
Transporter 2,89083229.0,43095856.0,388482,2005,1,8652,0.0,Female characters have no dialogue
Rumor Has It...,88933562.0,43000262.0,398375,2005,3,7372,0.0,Beschdel test passed
Sky High,86369815.0,63946815.0,405325,2005,3,2316,0.0,Beschdel test passed
Match Point,85638656.0,23151529.0,416320,2005,3,7009,0.0,Beschdel test passed
In Her Shoes,83697473.0,32880591.0,388125,2005,3,2038,0.0,Beschdel test passed
Stealth,79268322.0,32116746.0,382992,2005,1,7379,0.0,Female characters have no dialogue
Coach Carter,76669554.0,67264877.0,393162,2005,3,3847,0.0,Beschdel test passed
Lord of War,72617068.0,24149632.0,399295,2005,2,2785,0.0,Female character's dialogue is about boys
House of Wax,68766121.0,32064800.0,45888,1953,3,18352,0.0,Beschdel test passed
House of Wax,68766121.0,32064800.0,397065,2005,2,12836,0.0,Female character's dialogue is about boys
Boogeyman,67192859.0,46752382.0,357507,2005,2,9003,0.0,Female character's dialogue is about boys
Zathura: A Space Adventure,65079104.0,29258869.0,406375,2005,0,9323,0.0,Less than 2 named female characters
Valiant,61746888.0,19478106.0,361089,2005,1,9715,0.0,Female characters have no dialogue
A History of Violence,61385065.0,31504633.0,399146,2005,3,10956,0.0,Beschdel test passed
Son of the Mask,59981548.0,17018422.0,362165,2005,1,8497,0.0,Female characters have no dialogue
Must Love Dogs,58231520.0,43894863.0,417001,2005,2,7215,0.0,Female character's dialogue is about boys
Doom,58072119.0,28212337.0,419706,2005,1,1206,0.0,Female characters have no dialogue
Elektra,56995646.0,24409722.0,357277,2005,3,12991,0.0,Beschdel test passed
"Good Night, and Good Luck.",54641191.0,31558003.0,433383,2005,1,87,0.0,Female characters have no dialogue
Elizabethtown,52164016.0,26850426.0,368709,2005,3,17453,1.0,Dubious
Fever Pitch,50605163.0,42071069.0,119114,1997,3,7685,0.0,Beschdel test passed
Fever Pitch,618847.0,618847.0,119114,1997,3,7685,0.0,Beschdel test passed
Capote,49327405.0,28750530.0,379725,2005,3,6810,1.0,Dubious
Broken Flowers,47329961.0,13744960.0,412019,2005,3,744,0.0,Beschdel test passed
Oliver Twist,42580321.0,2080321.0,380599,2005,1,594,0.0,Female characters have no dialogue
Serenity,40445129.0,25514517.0,6476140,2019,1,16849,0.0,Female characters have no dialogue
Casanova,37691644.0,11304403.0,92730,1987,2,19168,0.0,Female character's dialogue is about boys
Casanova,37691644.0,11304403.0,402894,2005,3,834,0.0,Beschdel test passed
Beauty Shop,37245453.0,36351350.0,388500,2005,3,6818,0.0,Beschdel test passed
Nana,34671042.0,,471834,2005,3,3433,0.0,Beschdel test passed
Rent,31670620.0,29077547.0,294870,2005,3,3533,0.0,Beschdel test passed
Wolf Creek,30762648.0,16188180.0,416315,2005,3,14103,0.0,Beschdel test passed
Cursed,29621722.0,19297522.0,257516,2005,3,8441,0.0,Beschdel test passed
Ice Princess,27645491.0,24402491.0,396652,2005,3,6092,0.0,Beschdel test passed
North Country,25211175.0,18337722.0,395972,2005,3,549,0.0,Beschdel test passed
Domino,22944502.0,10169202.0,421054,2005,3,3293,0.0,Beschdel test passed
Waiting...,18637690.0,16124543.0,348333,2005,3,2224,0.0,Beschdel test passed
Keeping Mum,18575768.0,1619466.0,444653,2005,3,8690,0.0,Beschdel test passed
Proof,14189860.0,7535331.0,377107,2005,3,5530,0.0,Beschdel test passed
Proof,524668.0,524668.0,377107,2005,3,5530,0.0,Beschdel test passed
Spider-Man 2,788618317.0,373585825.0,316654,2004,1,2182,0.0,Female characters have no dialogue
Meet the Fockers,522657936.0,279261160.0,290002,2004,3,9541,0.0,Beschdel test passed
Troy,497409852.0,133378256.0,332452,2004,1,959,0.0,Female characters have no dialogue
Shark Tale,374583879.0,160861908.0,307453,2004,1,9022,0.0,Female characters have no dialogue
Ocean's Twelve,362744280.0,125544280.0,349903,2004,2,155,0.0,Female character's dialogue is about boys
"I, Robot",353133898.0,144801023.0,343818,2004,1,1,0.0,Female characters have no dialogue
National Treasure,347512318.0,173008894.0,368891,2004,2,9774,0.0,Female character's dialogue is about boys
Van Helsing,300157638.0,120177084.0,338526,2004,3,960,0.0,Beschdel test passed
Bridget Jones: The Edge of Reason,265126918.0,40226215.0,317198,2004,3,8940,0.0,Beschdel test passed
Collateral,220239925.0,101005703.0,369339,2004,1,3784,0.0,Female characters have no dialogue
Million Dollar Baby,216763646.0,100492203.0,405159,2004,3,1205,0.0,Beschdel test passed
King Arthur,203567857.0,51882244.0,1972591,2017,1,14847,0.0,Female characters have no dialogue
50 First Dates,198413428.0,120908074.0,343660,2004,2,1285,0.0,Female character's dialogue is about boys
Dodgeball: A True Underdog Story,168423227.0,114326736.0,364725,2004,3,9527,0.0,Beschdel test passed
Alexander,167298192.0,34297191.0,346491,2004,1,11209,0.0,Female characters have no dialogue
Kill Bill: Vol. 2,154116796.0,66208183.0,378194,2004,3,202,0.0,Beschdel test passed
Home on the Range,145358062.0,50030461.0,299172,2004,3,7936,0.0,Beschdel test passed
Blade: Trinity,131883935.0,52411906.0,359013,2004,3,15456,0.0,Beschdel test passed
Ray,123971376.0,75331600.0,350258,2004,3,4938,1.0,Dubious
Finding Neverland,116650613.0,51680613.0,308644,2004,3,2419,0.0,Beschdel test passed
Closer,115505027.0,33987757.0,376541,2004,3,2716,0.0,Beschdel test passed
White Chicks,113086475.0,70831760.0,381707,2004,3,7570,0.0,Beschdel test passed
Sideways,109706931.0,71503593.0,375063,2004,3,3151,0.0,Beschdel test passed
Saw,103096345.0,55185045.0,387564,2004,2,628,0.0,Female character's dialogue is about boys
Dawn of the Dead,102278712.0,59020957.0,363547,2004,3,4986,0.0,Beschdel test passed
Dawn of the Dead,102278712.0,59020957.0,77402,1978,0,1778,0.0,Less than 2 named female characters
Kung Fu Hustle,100912445.0,17108591.0,373074,2004,0,5834,0.0,Less than 2 named female characters
Christmas with the Kranks,96572480.0,73780539.0,388419,2004,3,11330,0.0,Beschdel test passed
13 Going on 30,96455697.0,57231747.0,337563,2004,3,6036,0.0,Beschdel test passed
Secret Window,92913171.0,48022900.0,363988,2004,1,8141,0.0,Female characters have no dialogue
Catwoman,82402379.0,40202379.0,1986806,2011,3,19092,0.0,Beschdel test passed
Catwoman,82402379.0,40202379.0,327554,2004,3,1065,0.0,Beschdel test passed
Without a Paddle,73029190.0,58169327.0,364751,2004,3,11423,1.0,Dubious
Around the World in 80 Days,72178895.0,24008137.0,9174578,2021,3,20397,0.0,Beschdel test passed
Around the World in 80 Days,72178895.0,24008137.0,327437,2004,1,1935,0.0,Female characters have no dialogue
A Cinderella Story,70080371.0,51438175.0,356470,2004,3,2194,0.0,Beschdel test passed
A Very Long Engagement,69424389.0,6524389.0,344510,2004,3,2079,0.0,Beschdel test passed
Taking Lives,65470529.0,32682342.0,364045,2004,2,11750,0.0,Female character's dialogue is about boys
Miracle,64445708.0,64378093.0,349825,2004,1,1943,0.0,Female characters have no dialogue
After the Sunset,62657868.0,28331233.0,367479,2004,3,10335,0.0,Beschdel test passed
In Good Company,61315215.0,45806659.0,385267,2004,1,1142,0.0,Female characters have no dialogue
Sky Captain and the World of Tomorrow,57947036.0,37762677.0,346156,2004,3,437,0.0,Beschdel test passed
Cellular,57678321.0,32003620.0,337921,2004,3,4474,0.0,Beschdel test passed
Walking Tall,57223890.0,46437717.0,351977,2004,1,18416,0.0,Female characters have no dialogue
Spanglish,55470154.0,42726869.0,371246,2004,3,536,0.0,Beschdel test passed
Open Water,54683487.0,30610863.0,374102,2003,1,16283,0.0,Female characters have no dialogue
Team America: World Police,50826898.0,32786074.0,372588,2004,2,3485,0.0,Female character's dialogue is about boys
You Got Served,50576805.0,40363810.0,365957,2004,3,21334,1.0,Dubious
Raising Helen,49718611.0,37486512.0,350028,2004,3,5612,0.0,Beschdel test passed
Napoleon Dynamite,46118097.0,44540956.0,374900,2004,1,3342,0.0,Female characters have no dialogue
Bad Education,40350837.0,5211842.0,8206668,2019,3,18159,0.0,Beschdel test passed
Garden State,35825316.0,26782316.0,333766,2004,3,3181,0.0,Beschdel test passed
Jersey Girl,35492921.0,25268157.0,300051,2004,2,10474,0.0,Female character's dialogue is about boys
Alfie,35060882.0,13399812.0,60086,1966,1,2939,0.0,Female characters have no dialogue
Flight of the Phoenix,35021497.0,21009180.0,377062,2004,0,151,0.0,Less than 2 named female characters
Hotel Rwanda,33882243.0,23530892.0,395169,2004,2,21177,0.0,Female character's dialogue is about boys
Shaun of the Dead,30039392.0,13542874.0,365748,2004,3,1024,0.0,Beschdel test passed
Thunderbirds,28283637.0,6880917.0,167456,2004,3,20249,1.0,Dubious
Dirty Dancing: Havana Nights,27685016.0,14161590.0,338096,2004,3,14923,0.0,Beschdel test passed
Ella Enchanted,27388767.0,22918387.0,327679,2004,3,728,0.0,Beschdel test passed
EuroTrip,22605153.0,17771387.0,356150,2004,1,18775,0.0,Female characters have no dialogue
New York Minute,21289826.0,14071441.0,363282,2004,3,5082,0.0,Beschdel test passed
Mindhunters,21148829.0,4480744.0,297284,2004,1,14889,0.0,Female characters have no dialogue
G.O.R.A.,20839049.0,,384116,2004,2,18606,0.0,Female character's dialogue is about boys
Ladies in Lavender,20377075.0,6765081.0,377084,2004,3,976,0.0,Beschdel test passed
I Heart Huckabees,20072172.0,12785432.0,356721,2004,3,838,0.0,Beschdel test passed
2046,19470239.0,1444588.0,212712,2004,3,5148,0.0,Beschdel test passed
Swing Girls,18758613.0,,435434,2004,3,20646,0.0,Beschdel test passed
Before Sunset,15854211.0,5820649.0,381681,2004,0,9329,0.0,Less than 2 named female characters
Raise Your Voice,14867514.0,10411980.0,361696,2004,3,11755,0.0,Beschdel test passed
Soul Plane,14821824.0,14190750.0,367085,2004,3,17981,0.0,Beschdel test passed
Being Julia,14339171.0,7739049.0,340012,2004,3,11117,0.0,Beschdel test passed
Vera Drake,13267869.0,3775283.0,383694,2004,3,3920,0.0,Beschdel test passed
Maria Full of Grace,12594630.0,6529624.0,390221,2004,3,5297,0.0,Beschdel test passed
Layer Cake,11850214.0,2339957.0,375912,2004,1,6847,0.0,Female characters have no dialogue
Connie and Carla,11341016.0,8085771.0,345074,2004,3,6967,0.0,Beschdel test passed
Naruto the Movie: Ninja Clash in the Land of Snow,11141307.0,,476680,2004,3,13577,0.0,Beschdel test passed
Head-On,11030861.0,435395.0,347048,2004,3,4373,0.0,Beschdel test passed
Finding Nemo,871014978.0,339714978.0,266543,2003,1,579,0.0,Female characters have no dialogue
Pirates of the Caribbean: The Curse of the Black Pearl,654264015.0,305413918.0,325980,2003,3,203,0.0,Beschdel test passed
Terminator 3: Rise of the Machines,433371112.0,150371112.0,181852,2003,3,5980,0.0,Beschdel test passed
Bad Boys II,273339556.0,138608444.0,172156,2003,1,19549,1.0,Dubious
Brother Bear,250397798.0,85336277.0,328880,2003,0,13807,0.0,Less than 2 named female characters
Hulk,245285165.0,132177234.0,286716,2003,1,5129,0.0,Female characters have no dialogue
Love Actually,244931766.0,59696144.0,314331,2003,3,580,0.0,Beschdel test passed
2 Fast 2 Furious,236350661.0,127154901.0,322259,2003,1,8753,0.0,Female characters have no dialogue
Elf,220443451.0,173398518.0,319343,2003,1,15644,0.0,Female characters have no dialogue
Master and Commander: The Far Side of the World,211622535.0,93927920.0,311113,2003,0,701,0.0,Less than 2 named female characters
S.W.A.T.,207725639.0,116934650.0,257076,2003,3,1,0.0,Beschdel test passed
Anger Management,195745823.0,135645823.0,305224,2003,1,16508,0.0,Female characters have no dialogue
Cheaper by the Dozen,190212113.0,138614544.0,349205,2003,1,17377,0.0,Female characters have no dialogue
Kill Bill: Vol. 1,180899045.0,70099045.0,266697,2003,3,201,0.0,Beschdel test passed
Daredevil,179179718.0,102543518.0,287978,2003,0,3072,0.0,Less than 2 named female characters
How to Lose a Guy in 10 Days,177503042.0,105813373.0,251127,2003,3,1211,0.0,Beschdel test passed
Cold Mountain,173013509.0,95636509.0,159365,2003,3,1677,0.0,Beschdel test passed
Daddy Day Care,164433867.0,104297061.0,317303,2003,3,6144,0.0,Beschdel test passed
Freaky Friday,160846332.0,110230332.0,76054,1976,3,19849,0.0,Beschdel test passed
Freaky Friday,160846332.0,110230332.0,322330,2003,3,1141,0.0,Beschdel test passed
Freaky Friday,25642000.0,25642000.0,76054,1976,3,19849,0.0,Beschdel test passed
Freaky Friday,25642000.0,25642000.0,322330,2003,3,1141,0.0,Beschdel test passed
Johnny English,160466000.0,28082366.0,274166,2003,1,13059,0.0,Female characters have no dialogue
Mystic River,156595191.0,90135191.0,327056,2003,3,6454,0.0,Beschdel test passed
Gothika,141591324.0,59694580.0,348836,2003,3,9837,0.0,Beschdel test passed
Mona Lisa Smile,141337989.0,63860942.0,304415,2003,3,1681,0.0,Beschdel test passed
Big Fish,123218424.0,66809693.0,319061,2003,1,3519,0.0,Female characters have no dialogue
Peter Pan,121975011.0,48462608.0,316396,2003,3,4606,0.0,Beschdel test passed
Peter Pan,121975011.0,48462608.0,46183,1953,3,1170,1.0,Dubious
Intolerable Cruelty,120801243.0,35327628.0,138524,2003,3,10979,0.0,Beschdel test passed
Paycheck,117248958.0,53790451.0,338337,2003,2,18884,0.0,Female character's dialogue is about boys
Freddy vs. Jason,116632628.0,82622655.0,329101,2003,3,16127,0.0,Beschdel test passed
Once Upon a Time in Mexico,98096026.0,56359780.0,285823,2003,1,12951,0.0,Female characters have no dialogue
Underworld,95708457.0,51970690.0,320691,2003,3,1,1.0,Dubious
Final Destination 2,90941129.0,46961214.0,309593,2003,3,4273,0.0,Beschdel test passed
Kangaroo Jack,88929111.0,66934963.0,257568,2003,1,17111,0.0,Female characters have no dialogue
Old School,87135520.0,75585093.0,248254,2000,1,17201,0.0,Female characters have no dialogue
Old School,87135520.0,75585093.0,302886,2003,2,13742,0.0,Female character's dialogue is about boys
Tears of the Sun,86468162.0,43734876.0,314353,2003,3,18836,0.0,Beschdel test passed
Sinbad: Legend of the Seven Seas,80773077.0,26483452.0,165982,2003,2,961,0.0,Female character's dialogue is about boys
Runaway Jury,80154140.0,49443628.0,313542,2003,1,1,0.0,Female characters have no dialogue
Bad Santa,76488889.0,60060328.0,307987,2003,0,15573,0.0,Less than 2 named female characters
Dreamcatcher,75715436.0,33715436.0,285531,2003,0,7238,0.0,Less than 2 named female characters
Holes,71406573.0,67406573.0,311289,2003,2,1190,0.0,Female character's dialogue is about boys
Under the Tuscan Sun,58878723.0,43610723.0,328589,2003,3,805,0.0,Beschdel test passed
Cradle 2 the Grave,56489558.0,34712347.0,306685,2003,1,7794,0.0,Female characters have no dialogue
Rugrats Go Wild,55250496.0,39402572.0,337711,2003,3,12410,0.0,Beschdel test passed
Hollywood Homicide,51142659.0,30940691.0,329717,2003,1,1118,0.0,Female characters have no dialogue
What a Girl Wants,50732139.0,36105433.0,286788,2003,1,14819,0.0,Female characters have no dialogue
Secondhand Lions,48249017.0,42070939.0,327137,2003,1,4412,0.0,Female characters have no dialogue
Darkness Falls,47488536.0,32551396.0,282209,2003,1,8829,0.0,Female characters have no dialogue
Uptown Girls,44617342.0,37182494.0,263757,2003,3,355,0.0,Beschdel test passed
Timeline,43935763.0,19481943.0,300556,2003,1,8090,0.0,Female characters have no dialogue
Basic,42792561.0,26793311.0,264395,2003,3,10383,1.0,Dubious
Whale Rider,41062976.0,20779666.0,298228,2002,3,328,0.0,Beschdel test passed
Girl with a Pearl Earring,33030115.0,11670971.0,335119,2003,3,4545,0.0,Beschdel test passed
Cabin Fever,30553394.0,21158188.0,303816,2002,3,3674,0.0,Beschdel test passed
Wrong Turn,28650575.0,15418790.0,295700,2003,3,6018,0.0,Beschdel test passed
In the Cut,23726793.0,4750602.0,199626,2003,3,3167,0.0,Beschdel test passed
Swimming Pool,22441497.0,10130108.0,324133,2003,3,1003,0.0,Beschdel test passed
View from the Top,19526014.0,15614000.0,264150,2003,3,1608,0.0,Beschdel test passed
House of 1000 Corpses,16829545.0,12634962.0,251736,2003,3,14667,0.0,Beschdel test passed
House of Sand and Fog,16763804.0,13040288.0,315983,2003,3,3919,0.0,Beschdel test passed
Dogville,16680836.0,1535286.0,276919,2003,3,3731,0.0,Beschdel test passed
Oldboy,14980005.0,707481.0,1321511,2013,2,9449,0.0,Female character's dialogue is about boys
Oldboy,14980005.0,707481.0,364569,2003,1,7286,0.0,Female characters have no dialogue
House of the Dead,13818181.0,10249719.0,317676,2003,2,9155,0.0,Female character's dialogue is about boys
Thirteen,10128960.0,4601043.0,328538,2003,3,3477,0.0,Beschdel test passed
Elephant,10012022.0,1266955.0,363589,2003,3,9311,0.0,Beschdel test passed
My Life Without Me,9726954.0,400948.0,314412,2003,3,14919,0.0,Beschdel test passed
"Spring, Summer, Fall, Winter... and Spring",8944914.0,2380788.0,374546,2003,1,8959,0.0,Female characters have no dialogue
Harry Potter and the Chamber of Secrets,878979634.0,261988482.0,295297,2002,3,3370,0.0,Beschdel test passed
Spider-Man,821708551.0,403706375.0,145487,2002,1,2181,0.0,Female characters have no dialogue
Star Wars: Episode II - Attack of the Clones,645256452.0,302191252.0,121765,2002,3,424,1.0,Dubious
Die Another Day,431971116.0,160942139.0,246460,2002,2,6103,0.0,Female character's dialogue is about boys
Signs,408247917.0,227966634.0,286106,2002,1,9452,0.0,Female characters have no dialogue
My Big Fat Greek Wedding,368744044.0,241438208.0,259446,2002,3,821,0.0,Beschdel test passed
Catch Me If You Can,352114312.0,164615351.0,264464,2002,2,348,0.0,Female character's dialogue is about boys
Austin Powers in Goldmember,296938801.0,213307889.0,295178,2002,1,1,0.0,Female characters have no dialogue
xXx,277448382.0,142109382.0,295701,2002,1,3185,0.0,Female characters have no dialogue
