Movie Title,World Wide,Deomestic,imdbid,year,bt_score,submitterid,dubious,Score Category
I Feel Pretty,94539426.0,48795601.0,6791096,2018,3,16378,0.0,Beschdel test passed
Blockers,94017294.0,60311495.0,2531344,2018,3,16503,0.0,Beschdel test passed
BlacKkKlansman,93400823.0,49275340.0,7349662,2018,3,16381,1.0,Dubious
Overboard,91244913.0,50316123.0,1563742,2018,3,16766,0.0,Beschdel test passed
Overboard,91244913.0,50316123.0,93693,1987,3,1283,0.0,Beschdel test passed
Overboard,26713187.0,26713187.0,1563742,2018,3,16766,0.0,Beschdel test passed
Overboard,26713187.0,26713187.0,93693,1987,3,1283,0.0,Beschdel test passed
Sherlock Gnomes,90497778.0,43242871.0,2296777,2018,3,19952,1.0,Dubious
Robin Hood,86489031.0,30824628.0,4532826,2018,1,16961,0.0,Female characters have no dialogue
Robin Hood,86489031.0,30824628.0,102797,1991,1,14021,0.0,Female characters have no dialogue
Robin Hood,86489031.0,30824628.0,70608,1973,3,8426,0.0,Beschdel test passed
Robin Hood,86489031.0,30824628.0,955308,2010,3,650,1.0,Dubious
Robin Hood,321669741.0,105269730.0,4532826,2018,1,16961,0.0,Female characters have no dialogue
Robin Hood,321669741.0,105269730.0,102797,1991,1,14021,0.0,Female characters have no dialogue
Robin Hood,321669741.0,105269730.0,70608,1973,3,8426,0.0,Beschdel test passed
Robin Hood,321669741.0,105269730.0,955308,2010,3,650,1.0,Dubious
Mortal Engines,83672673.0,15951040.0,1571234,2018,3,16745,0.0,Beschdel test passed
Hereditary,80080156.0,44069456.0,7784604,2018,3,16262,0.0,Beschdel test passed
Tag,78230625.0,54730625.0,2854926,2018,3,16277,1.0,Dubious
Vice,76073488.0,47836282.0,6266538,2018,2,16754,0.0,Female character's dialogue is about boys
Vice,76073488.0,47836282.0,3480796,2015,3,12664,0.0,Beschdel test passed
Widows,75984700.0,42402632.0,4218572,2018,3,16620,0.0,Beschdel test passed
Searching,75462037.0,26020957.0,7668870,2018,1,16580,0.0,Female characters have no dialogue
Second Act,72282227.0,39282227.0,2126357,2018,1,17344,0.0,Female characters have no dialogue
Shoplifters,67999335.0,3313513.0,8075192,2018,3,16833,0.0,Beschdel test passed
"Love, Simon",66316289.0,40826341.0,5164432,2018,1,15939,0.0,Female characters have no dialogue
Life of the Party,65659911.0,53059911.0,5619332,2018,3,16208,0.0,Beschdel test passed
Capernaum,64417003.0,1661096.0,8267604,2018,3,18342,0.0,Beschdel test passed
Isle of Dogs,64241499.0,32015231.0,5104604,2018,3,15927,0.0,Beschdel test passed
Andhadhun,62475342.0,1193046.0,8108198,2018,2,17110,1.0,Dubious
Early Man,54622814.0,8267544.0,4701724,2018,1,15941,0.0,Female characters have no dialogue
Slender Man,51738549.0,30569484.0,5690360,2018,3,16450,0.0,Beschdel test passed
Simmba,51329025.0,5102129.0,7212726,2018,1,17549,0.0,Female characters have no dialogue
Death Wish,49562710.0,34017028.0,71402,1974,3,10286,0.0,Beschdel test passed
Mary Queen of Scots,46712809.0,16468499.0,2328900,2018,3,16746,0.0,Beschdel test passed
Annihilation,43070915.0,32732301.0,2798920,2018,3,15808,0.0,Beschdel test passed
Overlord,41657844.0,21704844.0,4530422,2018,0,20948,0.0,Less than 2 named female characters
On the Basis of Sex,38673750.0,24622687.0,4669788,2018,3,16797,0.0,Beschdel test passed
Bad Times at the El Royale,31882724.0,17839115.0,6628394,2018,2,17328,1.0,Dubious
Beautiful Boy,31711319.0,7649973.0,1226837,2018,1,20716,1.0,Dubious
Free Solo,29390279.0,17541090.0,7775622,2018,1,16761,0.0,Female characters have no dialogue
Beauty and the Beast,1263521126.0,504014165.0,2771200,2017,3,14684,1.0,Dubious
Beauty and the Beast,1263521126.0,504014165.0,38348,1946,3,1369,0.0,Beschdel test passed
Beauty and the Beast,47430624.0,,2771200,2017,3,14684,1.0,Dubious
Beauty and the Beast,47430624.0,,38348,1946,3,1369,0.0,Beschdel test passed
Beauty and the Beast,248802521.0,145863363.0,2771200,2017,3,14684,1.0,Dubious
Beauty and the Beast,248802521.0,145863363.0,38348,1946,3,1369,0.0,Beschdel test passed
Despicable Me 3,1034799409.0,264624300.0,3469046,2017,3,15024,0.0,Beschdel test passed
Jumanji: Welcome to the Jungle,962077546.0,404515480.0,2283362,2017,3,15559,0.0,Beschdel test passed
Spider-Man: Homecoming,880166924.0,334201140.0,2250912,2017,3,15038,0.0,Beschdel test passed
Wolf Warrior 2,870325439.0,2721100.0,7131870,2017,1,15702,0.0,Female characters have no dialogue
Guardians of the Galaxy Vol. 2,863756051.0,389813101.0,3896198,2017,3,14812,0.0,Beschdel test passed
Thor: Ragnarok,853977126.0,315058289.0,3501632,2017,1,15354,0.0,Female characters have no dialogue
Wonder Woman,822963408.0,412563408.0,451279,2017,3,14167,0.0,Beschdel test passed
Wonder Woman,822963408.0,412563408.0,1186373,2009,3,5888,0.0,Beschdel test passed
Coco,807816196.0,210460015.0,2380307,2017,3,15462,0.0,Beschdel test passed
Coco,25593707.0,,2380307,2017,3,15462,0.0,Beschdel test passed
Pirates of the Caribbean: Dead Men Tell No Tales,794861794.0,172558876.0,1790809,2017,1,14918,0.0,Female characters have no dialogue
It,702781748.0,327481748.0,1396484,2017,3,15194,0.0,Beschdel test passed
It,702781748.0,327481748.0,18033,1927,3,1322,0.0,Beschdel test passed
It,702781748.0,327481748.0,99864,1990,1,126,0.0,Female characters have no dialogue
Justice League,661324295.0,229024295.0,974015,2017,3,15420,0.0,Beschdel test passed
Logan,619021436.0,226277068.0,3315342,2017,3,14602,1.0,Dubious
Transformers: The Last Knight,605425157.0,130168683.0,3371366,2017,1,15472,0.0,Female characters have no dialogue
Kong: Skull Island,568652812.0,168052812.0,3731562,2017,1,14654,0.0,Female characters have no dialogue
Dunkirk,526045546.0,188045546.0,5013056,2017,0,15078,0.0,Less than 2 named female characters
War for the Planet of the Apes,490719763.0,146880162.0,3450958,2017,1,15066,0.0,Female characters have no dialogue
Kingsman: The Golden Circle,410902662.0,100234838.0,4649466,2017,1,15240,0.0,Female characters have no dialogue
Cars 3,383930656.0,152901115.0,3606752,2017,3,15015,1.0,Dubious
Fifty Shades Darker,381545846.0,114581250.0,4465564,2017,3,14571,0.0,Beschdel test passed
Murder on the Orient Express,352789811.0,102826543.0,3402236,2017,3,15448,1.0,Dubious
xXx: Return of Xander Cage,346118277.0,44898413.0,1293847,2017,3,14448,0.0,Beschdel test passed
Annabelle: Creation,306592201.0,102092201.0,5140878,2017,3,15149,0.0,Beschdel test passed
Wonder,305937718.0,132422809.0,2543472,2017,3,15414,0.0,Beschdel test passed
Ferdinand,296069199.0,84410380.0,3411444,2017,3,15747,1.0,Dubious
Split,278454358.0,138291365.0,4972582,2016,3,14462,0.0,Beschdel test passed
Blade Runner 2049,259154159.0,92054159.0,1856101,2017,3,15282,1.0,Dubious
Get Out,255407969.0,176040665.0,5052448,2017,3,14660,0.0,Beschdel test passed
Alien: Covenant,240891763.0,74262031.0,2316204,2017,3,14846,1.0,Dubious
Paddington 2,227291591.0,40891591.0,4468740,2017,3,15694,0.0,Beschdel test passed
Youth,227091290.0,1891956.0,3312830,2015,1,13171,0.0,Female characters have no dialogue
Baby Driver,226945087.0,107825862.0,3890160,2017,1,15029,0.0,Female characters have no dialogue
Valerian and the City of a Thousand Planets,225874228.0,41189488.0,2239822,2017,1,15092,0.0,Female characters have no dialogue
Geostorm,221900160.0,33700160.0,1981128,2017,3,15321,1.0,Dubious
Pitch Perfect 3,185400345.0,104897530.0,4765284,2017,3,15616,0.0,Beschdel test passed
Baywatch,177856751.0,58060186.0,1469304,2017,1,16114,0.0,Female characters have no dialogue
John Wick: Chapter 2,171539887.0,92029184.0,4425200,2017,1,14532,0.0,Female characters have no dialogue
Ghost in the Shell,169801921.0,40563557.0,1219827,2017,3,14738,0.0,Beschdel test passed
"Three Billboards Outside Ebbing, Missouri",160060063.0,54513740.0,5027774,2017,3,15538,0.0,Beschdel test passed
Darkest Hour,150847207.0,56468410.0,4555426,2017,2,15679,0.0,Female character's dialogue is about boys
Power Rangers,142337240.0,85364450.0,3717490,2017,3,14695,0.0,Beschdel test passed
Girls Trip,140552359.0,115171585.0,3564472,2017,3,15110,0.0,Beschdel test passed
American Made,134866593.0,51342000.0,3532216,2017,1,15168,0.0,Female characters have no dialogue
A Bad Moms Christmas,130560428.0,72110659.0,6359956,2017,3,15853,0.0,Beschdel test passed
Happy Death Day,125479266.0,55683845.0,5308322,2017,3,15310,0.0,Beschdel test passed
Captain Underpants: The First Epic Movie,125427681.0,73921000.0,2091256,2017,1,15000,0.0,Female characters have no dialogue
Secret Superstar,122026260.0,,6108090,2017,3,17045,0.0,Beschdel test passed
Jigsaw,102952888.0,38052832.0,3348730,2017,3,15374,0.0,Beschdel test passed
Life,100541806.0,30234022.0,2948840,2015,3,15438,1.0,Dubious
Life,100541806.0,30234022.0,5442430,2017,3,14725,0.0,Beschdel test passed
Life,73475268.0,64016268.0,2948840,2015,3,15438,1.0,Dubious
Life,73475268.0,64016268.0,5442430,2017,3,14725,0.0,Beschdel test passed
Atomic Blonde,100014025.0,51687870.0,2406566,2017,3,15039,0.0,Beschdel test passed
Rings,83080890.0,27793018.0,498381,2017,2,16954,0.0,Female character's dialogue is about boys
Rings,83080890.0,27793018.0,449092,2005,1,9037,0.0,Female characters have no dialogue
Lady Bird,78965611.0,48958273.0,4925292,2017,3,15268,0.0,Beschdel test passed
American Assassin,67234188.0,36249674.0,1961175,2017,3,15243,1.0,Dubious
How to Be a Latin Lover,62547032.0,32149404.0,4795124,2017,2,16116,0.0,Female character's dialogue is about boys
47 Meters Down,62187529.0,44307191.0,2932536,2017,3,15371,0.0,Beschdel test passed
"Everything, Everything",61721140.0,34121140.0,5001718,2017,3,14925,0.0,Beschdel test passed
Snatched,60845711.0,45852178.0,2334871,2017,3,14950,0.0,Beschdel test passed
My Little Pony: The Movie,60330833.0,21885107.0,4131800,2017,3,15289,0.0,Beschdel test passed
My Little Pony: The Movie,5958456.0,5958456.0,4131800,2017,3,15289,0.0,Beschdel test passed
All the Money in the World,56996304.0,25113707.0,5294550,2017,2,15600,0.0,Female character's dialogue is about boys
Downsizing,55003890.0,24449754.0,1389072,2017,1,15601,0.0,Female characters have no dialogue
"I, Tonya",53939297.0,30014539.0,5580036,2017,3,15211,0.0,Beschdel test passed
Logan Lucky,48453605.0,27780977.0,5439796,2017,3,15171,0.0,Beschdel test passed
Phantom Thread,47756590.0,21198205.0,5776858,2017,3,15673,0.0,Beschdel test passed
Rough Night,47347283.0,22105643.0,4799050,2017,3,15002,0.0,Beschdel test passed
Flatliners,45158254.0,16883115.0,99582,1990,3,4504,0.0,Beschdel test passed
Flatliners,61489265.0,61489265.0,99582,1990,3,4504,0.0,Beschdel test passed
Mother!,44516999.0,17800004.0,5109784,2017,2,15204,1.0,Dubious
Wind River,43980821.0,33800859.0,5362988,2017,3,15075,1.0,Dubious
Gifted,43046590.0,24801212.0,4481414,2017,3,14924,0.0,Beschdel test passed
Loving Vincent,42187665.0,6735118.0,3262342,2017,1,15759,0.0,Female characters have no dialogue
Call Me by Your Name,42112584.0,18095701.0,5726616,2017,3,15584,0.0,Beschdel test passed
T2 Trainspotting,41681746.0,2402004.0,2763304,2017,3,14954,1.0,Dubious
Fist Fight,41187017.0,32187017.0,3401882,2017,3,16115,0.0,Beschdel test passed
Diary of a Wimpy Kid: The Long Haul,40140972.0,20738724.0,6003368,2017,0,16385,0.0,Less than 2 named female characters
Home Again,37270721.0,27020284.0,5719700,2017,3,15336,1.0,Dubious
Hostiles,35669017.0,29819114.0,5478478,2017,3,15734,0.0,Beschdel test passed
Kidnap,34814102.0,30971040.0,1458169,2017,3,15548,1.0,Dubious
I Want to Eat Your Pancreas,33748006.0,277019.0,7236034,2018,3,19961,1.0,Dubious
What Happened to Monday,27975429.0,,1536537,2017,3,15185,0.0,Beschdel test passed
A Cure for Wellness,26620002.0,8106986.0,4731136,2016,1,14550,0.0,Female characters have no dialogue
Only the Brave,26351322.0,18343983.0,3829920,2017,2,15348,0.0,Female character's dialogue is about boys
Fireworks,25672406.0,525280.0,119250,1997,1,13344,0.0,Female characters have no dialogue
I Can Speak,24024444.0,63239.0,7342204,2017,3,15841,0.0,Beschdel test passed
Wish Upon,23468586.0,14301505.0,5322012,2017,3,15077,0.0,Beschdel test passed
Detroit,23355100.0,16790139.0,5390504,2017,2,15147,0.0,Female character's dialogue is about boys
Captain America: Civil War,1153296293.0,408084349.0,3498820,2016,3,13466,0.0,Beschdel test passed
Finding Dory,1028570889.0,486295561.0,2277860,2016,3,13637,0.0,Beschdel test passed
Zootopia,1023784195.0,341268248.0,2948356,2016,3,13234,0.0,Beschdel test passed
Batman v Superman: Dawn of Justice,874360194.0,330360194.0,2975590,2016,2,13331,0.0,Female character's dialogue is about boys
Fantastic Beasts and Where to Find Them,816037575.0,234037575.0,3183660,2016,3,14223,1.0,Dubious
Deadpool,782612155.0,363070709.0,1431045,2016,1,13200,0.0,Female characters have no dialogue
Suicide Squad,749200054.0,325100054.0,1386697,2016,3,13800,0.0,Beschdel test passed
Doctor Strange,677718395.0,232641920.0,1211837,2016,1,14144,0.0,Female characters have no dialogue
Moana,643331111.0,248757044.0,3521164,2016,3,14251,0.0,Beschdel test passed
Sing,634151679.0,270395425.0,3470600,2016,3,14356,1.0,Dubious
Sing,2260616.0,2260616.0,3470600,2016,3,14356,1.0,Dubious
X-Men: Apocalypse,543934105.0,155442489.0,3385516,2016,3,13553,0.0,Beschdel test passed
Kung Fu Panda 3,521170825.0,143528619.0,2267968,2016,3,13355,0.0,Beschdel test passed
La La Land,447407695.0,151101803.0,3783958,2016,3,14353,0.0,Beschdel test passed
Warcraft,439048914.0,47365290.0,803096,2016,3,13586,0.0,Beschdel test passed
Jason Bourne,415484914.0,162434410.0,4196776,2016,1,13842,0.0,Female characters have no dialogue
Ice Age: Collision Course,408579038.0,64063008.0,3416828,2016,3,16310,0.0,Beschdel test passed
Independence Day: Resurgence,389681935.0,103144286.0,1628841,2016,3,13669,0.0,Beschdel test passed
Trolls,347013487.0,153856089.0,1679335,2016,3,14161,0.0,Beschdel test passed
Star Trek Beyond,343471816.0,158848340.0,2660888,2016,1,13752,0.0,Female characters have no dialogue
Now You See Me 2,334897606.0,65075540.0,3110958,2016,1,13615,0.0,Female characters have no dialogue
Resident Evil: The Final Chapter,312242626.0,26830068.0,2592614,2016,3,14533,0.0,Beschdel test passed
Dangal,303723636.0,12391761.0,5074352,2016,3,14384,0.0,Beschdel test passed
Passengers,303144152.0,100014699.0,1355644,2016,0,14357,0.0,Less than 2 named female characters
Passengers,303144152.0,100014699.0,449487,2008,3,1222,0.0,Beschdel test passed
Alice Through the Looking Glass,299457024.0,77041381.0,2567026,2016,3,13579,0.0,Beschdel test passed
Teenage Mutant Ninja Turtles: Out of the Shadows,245623848.0,82051601.0,3949660,2016,3,13602,1.0,Dubious
Sully,243870033.0,125070033.0,3263904,2016,1,13854,0.0,Female characters have no dialogue
Hidden Figures,235956898.0,169607287.0,4846340,2016,3,14319,0.0,Beschdel test passed
Ghostbusters,229147509.0,128350574.0,1289401,2016,3,13723,0.0,Beschdel test passed
Ghostbusters,229376332.0,229242989.0,1289401,2016,3,13723,0.0,Beschdel test passed
Inferno,220021259.0,34343574.0,45911,1953,0,15656,0.0,Less than 2 named female characters
Inferno,220021259.0,34343574.0,3062096,2016,2,14404,0.0,Female character's dialogue is about boys
Inferno,220021259.0,34343574.0,139151,1999,2,4288,0.0,Female character's dialogue is about boys
Central Intelligence,216940871.0,127440871.0,1489889,2016,2,14244,0.0,Female character's dialogue is about boys
Me Before You,208445075.0,56245075.0,2674426,2016,3,13620,0.0,Beschdel test passed
Arrival,203388186.0,100546139.0,2543164,2016,3,14195,1.0,Dubious
Bad Moms,183936074.0,113257297.0,4651520,2016,3,13805,0.0,Beschdel test passed
Storks,183679278.0,72679278.0,4624424,2016,1,14070,0.0,Female characters have no dialogue
Hacksaw Ridge,180563636.0,67209615.0,2119532,2016,1,14239,0.0,Female characters have no dialogue
Jack Reacher: Never Go Back,162146076.0,58697076.0,3393786,2016,3,14237,0.0,Beschdel test passed
Lights Out,149368835.0,67268835.0,4786282,2016,3,13826,0.0,Beschdel test passed
Sausage Party,140705322.0,97685686.0,1700841,2016,3,13830,0.0,Beschdel test passed
Lion,140312928.0,51738905.0,3741834,2016,2,14556,0.0,Female character's dialogue is about boys
Deepwater Horizon,121790373.0,61433527.0,1860357,2016,2,14389,0.0,Female character's dialogue is about boys
Allied,119520023.0,40098064.0,3640424,2016,3,16328,1.0,Dubious
Office Christmas Party,114501299.0,54767494.0,1711525,2016,3,15557,0.0,Beschdel test passed
How to Be Single,112543513.0,46843513.0,1292566,2016,3,13603,0.0,Beschdel test passed
10 Cloverfield Lane,110216998.0,72082998.0,1179933,2016,3,13295,0.0,Beschdel test passed
Neighbors 2: Sorority Rising,108007109.0,55455765.0,4438848,2016,3,13583,0.0,Beschdel test passed
Some Like It Hot,95721752.0,100026.0,53291,1959,3,2705,0.0,Beschdel test passed
Dirty Grandpa,94073028.0,35593113.0,1860213,2016,2,16393,0.0,Female character's dialogue is about boys
Ben-Hur,94061311.0,26410477.0,2638144,2016,1,17787,0.0,Female characters have no dialogue
Ben-Hur,94061311.0,26410477.0,52618,1959,3,1588,0.0,Beschdel test passed
Money Monster,93282604.0,41012075.0,2241351,2016,3,13631,0.0,Beschdel test passed
My Big Fat Greek Wedding 2,90632641.0,59689605.0,3760922,2016,3,16200,0.0,Beschdel test passed
Collateral Beauty,88616021.0,31016021.0,4682786,2016,2,16323,0.0,Female character's dialogue is about boys
War Dogs,86434523.0,43034523.0,2005151,2016,1,13855,0.0,Female characters have no dialogue
Nerve,85251425.0,38583626.0,3531824,2016,3,13790,0.0,Beschdel test passed
Ouija: Origin of Evil,81705746.0,35144505.0,4361050,2016,3,14133,0.0,Beschdel test passed
Underworld: Blood Wars,81093313.0,30353973.0,3717252,2016,2,14637,0.0,Female character's dialogue is about boys
Manchester by the Sea,78988148.0,47695371.0,4034228,2016,3,14386,0.0,Beschdel test passed
Shin Godzilla,77947607.0,1918403.0,4262980,2016,1,14101,0.0,Female characters have no dialogue
Mike and Dave Need Wedding Dates,77068246.0,46009673.0,2823054,2016,3,13722,0.0,Beschdel test passed
Kubo and the Two Strings,76249438.0,48023088.0,4302938,2016,1,13871,0.0,Female characters have no dialogue
Moonlight,65172611.0,27854932.0,4975722,2016,1,14461,0.0,Female characters have no dialogue
Monster Trucks,64493915.0,33370166.0,3095734,2016,0,14731,0.0,Less than 2 named female characters
Fences,64414761.0,57682904.0,2671706,2016,3,14385,0.0,Beschdel test passed
"Hail, Caesar!",63647656.0,30498085.0,475290,2016,1,13175,0.0,Female characters have no dialogue
Nine Lives,57814445.0,19700032.0,4383594,2016,1,17789,0.0,Female characters have no dialogue
Nine Lives,57814445.0,19700032.0,420015,2005,3,4490,0.0,Beschdel test passed
Barbershop: The Next Cut,55630051.0,54030051.0,3628584,2016,3,16388,0.0,Beschdel test passed
Florence Foster Jenkins,48902953.0,27383770.0,4136084,2016,3,14534,0.0,Beschdel test passed
A Monster Calls,47309313.0,3740823.0,3416532,2016,3,16386,1.0,Dubious
Eddie the Eagle,46152800.0,15789389.0,1083452,2016,2,13764,0.0,Female character's dialogue is about boys
Blair Witch,45173154.0,20777061.0,1540011,2016,2,16321,0.0,Female character's dialogue is about boys
